xUp yUp xLow yLow curr_spring des_Spring time
0.00211284 0.000667924 0.000192855 -0.97513 0.975618 0.976131 0.0001
0.00135187 0.00082164 0.000254443 -0.975471 0.9758 0.977262 0.0002
0.000623719 0.00104945 0.00018928 -0.975946 0.976293 0.978393 0.0003
0.000120784 0.00133688 5.70754e-05 -0.976529 0.976995 0.979523 0.0004
-0.000248721 0.00166415 -6.67414e-05 -0.977176 0.977866 0.980654 0.0005
-0.000434371 0.0020203 -0.000163708 -0.97787 0.97884 0.981784 0.0006
-0.00052306 0.00239432 -0.000204286 -0.978586 0.97989 0.982914 0.0007
-0.000503084 0.00278073 -0.00021084 -0.97932 0.980981 0.984044 0.0008
-0.00044389 0.00317413 -0.000179229 -0.980058 0.982101 0.985173 0.0009
-0.000340763 0.00357233 -0.000138776 -0.980801 0.983233 0.986302 0.001
-0.00024261 0.00397285 -8.73556e-05 -0.981543 0.984374 0.987431 0.0011
-0.000140527 0.00437503 -4.61671e-05 -0.982284 0.985516 0.988559 0.0012
-6.47938e-05 0.00477777 -8.29511e-06 -0.983023 0.986659 0.989686 0.0013
-7.38895e-07 0.00518103 1.38718e-05 -0.98376 0.9878 0.990813 0.0014
3.46302e-05 0.0055843 3.04342e-05 -0.984494 0.988941 0.991939 0.0015
5.8803e-05 0.00598772 3.41511e-05 -0.985227 0.990078 0.993065 0.0016
6.19435e-05 0.00639102 3.54324e-05 -0.985957 0.991215 0.99419 0.0017
6.07782e-05 0.00679436 2.90123e-05 -0.986687 0.992348 0.995314 0.0018
4.80749e-05 0.00719758 2.38788e-05 -0.987414 0.993481 0.996437 0.0019
3.76459e-05 0.00760079 1.5124e-05 -0.98814 0.994611 0.99756 0.002
2.25535e-05 0.00800389 9.85668e-06 -0.988865 0.995741 0.998682 0.0021
1.32604e-05 0.00840692 3.08999e-06 -0.989589 0.996869 0.999802 0.0022
2.58036e-06 0.00880983 3.31344e-07 -0.990311 0.997996 1.00092 0.0023
-1.73651e-06 0.00921264 -3.34874e-06 -0.991033 0.999121 1.00204 0.0024
-6.79532e-06 0.00961529 -3.53953e-06 -0.991754 1.00025 1.00316 0.0025
-6.61453e-06 0.0100178 -4.84444e-06 -0.992473 1.00137 1.00427 0.0026
-7.72991e-06 0.0104201 -3.51559e-06 -0.993192 1.00249 1.00539 0.0027
-5.1601e-06 0.0108221 -3.647e-06 -0.99391 1.00361 1.0065 0.0028
-4.57597e-06 0.011224 -1.89246e-06 -0.994626 1.00473 1.00762 0.0029
-1.5571e-06 0.0116256 -1.78739e-06 -0.995342 1.00585 1.00873 0.003
-8.63933e-07 0.0120269 -2.79884e-07 -0.996056 1.00697 1.00984 0.0031
1.52837e-06 0.0124278 -3.94315e-07 -0.99677 1.00808 1.01095 0.0032
1.65205e-06 0.0128285 6.44774e-07 -0.997482 1.0092 1.01206 0.0033
3.15328e-06 0.0132288 2.37543e-07 -0.998193 1.01031 1.01316 0.0034
2.68587e-06 0.0136288 8.70856e-07 -0.998903 1.01142 1.01427 0.0035
3.49234e-06 0.0140283 2.86583e-07 -0.999613 1.01253 1.01537 0.0036
2.69762e-06 0.0144274 6.76048e-07 -1.00032 1.01364 1.01647 0.0037
3.13081e-06 0.0148261 6.22249e-08 -1.00103 1.01475 1.01757 0.0038
2.28548e-06 0.0152243 3.50464e-07 -1.00173 1.01585 1.01867 0.0039
2.59742e-06 0.015622 -1.93122e-07 -1.00244 1.01696 1.01976 0.004
1.87001e-06 0.0160193 7.40016e-08 -1.00314 1.01806 1.02086 0.0041
2.18691e-06 0.0164161 -3.61989e-07 -1.00384 1.01916 1.02195 0.0042
1.62946e-06 0.0168123 -9.22423e-08 -1.00454 1.02026 1.02304 0.0043
1.97707e-06 0.017208 -4.27124e-07 -1.00524 1.02136 1.02413 0.0044
1.56822e-06 0.0176031 -1.62628e-07 -1.00594 1.02245 1.02522 0.0045
1.92229e-06 0.0179976 -4.21219e-07 -1.00664 1.02354 1.0263 0.0046
1.6154e-06 0.0183915 -1.78439e-07 -1.00733 1.02463 1.02739 0.0047
1.94199e-06 0.0187848 -3.85588e-07 -1.00803 1.02572 1.02847 0.0048
1.6955e-06 0.0191775 -1.76665e-07 -1.00872 1.02681 1.02955 0.0049
1.97264e-06 0.0195695 -3.49344e-07 -1.00941 1.0279 1.03062 0.005
1.7618e-06 0.0199608 -1.78202e-07 -1.0101 1.02898 1.0317 0.0051
1.98322e-06 0.0203515 -3.24918e-07 -1.01079 1.03006 1.03277 0.0052
1.79839e-06 0.0207414 -1.89015e-07 -1.01147 1.03114 1.03384 0.0053
1.96888e-06 0.0211307 -3.12835e-07 -1.01216 1.03221 1.03491 0.0054
1.80905e-06 0.0215192 -2.06571e-07 -1.01284 1.03329 1.03597 0.0055
1.93781e-06 0.0219069 -3.08428e-07 -1.01352 1.03436 1.03704 0.0056
1.80456e-06 0.0222939 -2.25885e-07 -1.0142 1.03543 1.0381 0.0057
1.90052e-06 0.0226801 -3.06677e-07 -1.01488 1.0365 1.03915 0.0058
1.79456e-06 0.0230655 -2.43069e-07 -1.01556 1.03756 1.04021 0.0059
1.86439e-06 0.02345 -3.04457e-07 -1.01623 1.03862 1.04126 0.006
1.78465e-06 0.0238338 -2.56358e-07 -1.01691 1.03968 1.04231 0.0061
1.83257e-06 0.0242166 -3.00679e-07 -1.01758 1.04074 1.04336 0.0062
1.77639e-06 0.0245987 -2.65698e-07 -1.01825 1.04179 1.04441 0.0063
1.80507e-06 0.0249798 -2.95542e-07 -1.01891 1.04284 1.04545 0.0064
1.76929e-06 0.0253601 -2.71893e-07 -1.01958 1.04389 1.04649 0.0065
1.78057e-06 0.0257394 -2.89745e-07 -1.02024 1.04494 1.04752 0.0066
1.762e-06 0.0261178 -2.75897e-07 -1.02091 1.04598 1.04856 0.0067
1.75765e-06 0.0264952 -2.8394e-07 -1.02157 1.04702 1.04959 0.0068
1.7536e-06 0.0268717 -2.78454e-07 -1.02222 1.04806 1.05062 0.0069
1.7354e-06 0.0272472 -2.78484e-07 -1.02288 1.0491 1.05164 0.007
1.74359e-06 0.0276218 -2.8002e-07 -1.02353 1.05013 1.05266 0.0071
1.71341e-06 0.0279952 -2.735e-07 -1.02419 1.05116 1.05368 0.0072
1.73203e-06 0.0283678 -2.80784e-07 -1.02484 1.05218 1.0547 0.0073
1.69168e-06 0.0287392 -2.6894e-07 -1.02548 1.0532 1.05571 0.0074
1.71912e-06 0.0291096 -2.80841e-07 -1.02613 1.05422 1.05672 0.0075
1.67032e-06 0.0294789 -2.64676e-07 -1.02677 1.05524 1.05772 0.0076
1.70518e-06 0.0298471 -2.80214e-07 -1.02742 1.05625 1.05873 0.0077
1.64944e-06 0.0302142 -2.60609e-07 -1.02806 1.05726 1.05973 0.0078
1.6904e-06 0.0305803 -2.78969e-07 -1.02869 1.05827 1.06072 0.0079
1.62909e-06 0.0309451 -2.56672e-07 -1.02933 1.05927 1.06172 0.008
1.67495e-06 0.0313089 -2.77169e-07 -1.02996 1.06027 1.06271 0.0081
1.6092e-06 0.0316714 -2.5284e-07 -1.03059 1.06127 1.06369 0.0082
1.65885e-06 0.0320328 -2.74933e-07 -1.03122 1.06226 1.06467 0.0083
1.58975e-06 0.032393 -2.49122e-07 -1.03185 1.06325 1.06565 0.0084
1.64222e-06 0.032752 -2.72329e-07 -1.03247 1.06424 1.06663 0.0085
1.57069e-06 0.0331097 -2.455e-07 -1.03309 1.06522 1.0676 0.0086
1.62508e-06 0.0334662 -2.69436e-07 -1.03371 1.0662 1.06857 0.0087
1.55193e-06 0.0338215 -2.41975e-07 -1.03433 1.06718 1.06953 0.0088
1.60747e-06 0.0341755 -2.66299e-07 -1.03494 1.06815 1.07049 0.0089
1.5334e-06 0.0345282 -2.38535e-07 -1.03555 1.06912 1.07145 0.009
1.58941e-06 0.0348796 -2.62973e-07 -1.03616 1.07008 1.0724 0.0091
1.5151e-06 0.0352297 -2.35155e-07 -1.03677 1.07104 1.07335 0.0092
1.57098e-06 0.0355784 -2.59472e-07 -1.03737 1.072 1.0743 0.0093
1.49694e-06 0.0359259 -2.31823e-07 -1.03797 1.07295 1.07524 0.0094
1.55222e-06 0.0362719 -2.55839e-07 -1.03857 1.0739 1.07618 0.0095
1.47896e-06 0.0366166 -2.28524e-07 -1.03917 1.07484 1.07711 0.0096
1.53317e-06 0.0369599 -2.52145e-07 -1.03976 1.07578 1.07804 0.0097
1.46108e-06 0.0373018 -2.25313e-07 -1.04035 1.07672 1.07896 0.0098
1.51386e-06 0.0376423 -2.48363e-07 -1.04094 1.07765 1.07988 0.0099
1.44332e-06 0.0379814 -2.22135e-07 -1.04153 1.07858 1.0808 0.01
1.4944e-06 0.038319 -2.44491e-07 -1.04211 1.07951 1.08171 0.0101
1.42564e-06 0.0386551 -2.1898e-07 -1.04269 1.08043 1.08262 0.0102
1.47473e-06 0.0389898 -2.40558e-07 -1.04327 1.08134 1.08353 0.0103
1.40805e-06 0.039323 -2.15839e-07 -1.04384 1.08226 1.08443 0.0104
1.45495e-06 0.0396547 -2.36567e-07 -1.04441 1.08316 1.08532 0.0105
1.3904e-06 0.0399849 -2.12723e-07 -1.04498 1.08407 1.08621 0.0106
1.435e-06 0.0403136 -2.32571e-07 -1.04555 1.08497 1.0871 0.0107
1.37277e-06 0.0406407 -2.09647e-07 -1.04611 1.08586 1.08798 0.0108
1.41495e-06 0.0409662 -2.28558e-07 -1.04667 1.08675 1.08886 0.0109
1.35517e-06 0.0412902 -2.06579e-07 -1.04723 1.08764 1.08974 0.011
1.39484e-06 0.0416126 -2.24519e-07 -1.04778 1.08852 1.09061 0.0111
1.3375e-06 0.0419334 -2.0355e-07 -1.04834 1.0894 1.09147 0.0112
1.37465e-06 0.0422526 -2.20504e-07 -1.04889 1.09027 1.09233 0.0113
1.31981e-06 0.0425701 -2.00517e-07 -1.04943 1.09114 1.09319 0.0114
1.3544e-06 0.042886 -2.16473e-07 -1.04997 1.092 1.09404 0.0115
1.30209e-06 0.0432003 -1.97513e-07 -1.05051 1.09286 1.09488 0.0116
1.33415e-06 0.0435129 -2.12468e-07 -1.05105 1.09371 1.09572 0.0117
1.28433e-06 0.0438238 -1.94523e-07 -1.05158 1.09456 1.09656 0.0118
1.31391e-06 0.044133 -2.08481e-07 -1.05211 1.09541 1.09739 0.0119
1.26651e-06 0.0444405 -1.91534e-07 -1.05264 1.09625 1.09822 0.012
1.29363e-06 0.0447463 -2.04498e-07 -1.05317 1.09708 1.09904 0.0121
1.24861e-06 0.0450504 -1.88544e-07 -1.05369 1.09791 1.09986 0.0122
1.27331e-06 0.0453527 -2.00531e-07 -1.05421 1.09874 1.10067 0.0123
1.23056e-06 0.0456533 -1.85556e-07 -1.05472 1.09956 1.10148 0.0124
1.25294e-06 0.0459521 -1.96591e-07 -1.05523 1.10037 1.10228 0.0125
1.21248e-06 0.0462491 -1.8258e-07 -1.05574 1.10118 1.10308 0.0126
1.23265e-06 0.0465443 -1.92699e-07 -1.05625 1.10199 1.10387 0.0127
1.19432e-06 0.0468377 -1.79614e-07 -1.05675 1.10279 1.10466 0.0128
1.21235e-06 0.0471293 -1.88837e-07 -1.05725 1.10358 1.10544 0.0129
1.1761e-06 0.047419 -1.76638e-07 -1.05774 1.10437 1.10621 0.013
1.19212e-06 0.0477069 -1.84993e-07 -1.05823 1.10516 1.10699 0.0131
1.1578e-06 0.0479929 -1.73638e-07 -1.05872 1.10594 1.10775 0.0132
1.17188e-06 0.0482771 -1.81167e-07 -1.05921 1.10671 1.10851 0.0133
1.13941e-06 0.0485594 -1.70641e-07 -1.05969 1.10748 1.10927 0.0134
1.15166e-06 0.0488398 -1.7739e-07 -1.06017 1.10825 1.11002 0.0135
1.12093e-06 0.0491182 -1.67642e-07 -1.06064 1.10901 1.11077 0.0136
1.13146e-06 0.0493948 -1.73639e-07 -1.06111 1.10976 1.11151 0.0137
1.10236e-06 0.0496694 -1.64619e-07 -1.06158 1.11051 1.11224 0.0138
1.11127e-06 0.0499421 -1.6993e-07 -1.06205 1.11125 1.11297 0.0139
1.08372e-06 0.0502129 -1.61615e-07 -1.06251 1.11199 1.11369 0.014
1.09112e-06 0.0504816 -1.6627e-07 -1.06297 1.11272 1.11441 0.0141
1.06505e-06 0.0507484 -1.58601e-07 -1.06342 1.11345 1.11512 0.0142
1.07104e-06 0.0510132 -1.62634e-07 -1.06387 1.11417 1.11583 0.0143
1.0463e-06 0.0512761 -1.55576e-07 -1.06432 1.11488 1.11653 0.0144
1.05095e-06 0.0515368 -1.59043e-07 -1.06476 1.11559 1.11723 0.0145
1.02742e-06 0.0517956 -1.52551e-07 -1.0652 1.1163 1.11792 0.0146
1.03087e-06 0.0520524 -1.55492e-07 -1.06564 1.117 1.1186 0.0147
1.00851e-06 0.0523071 -1.49522e-07 -1.06607 1.11769 1.11928 0.0148
1.01082e-06 0.0525597 -1.51979e-07 -1.0665 1.11838 1.11996 0.0149
9.89554e-07 0.0528103 -1.46488e-07 -1.06693 1.11906 1.12062 0.015
9.90799e-07 0.0530588 -1.48492e-07 -1.06735 1.11974 1.12128 0.0151
9.70519e-07 0.0533052 -1.43437e-07 -1.06777 1.12041 1.12194 0.0152
9.70796e-07 0.0535495 -1.45037e-07 -1.06818 1.12107 1.12259 0.0153
9.51456e-07 0.0537917 -1.40382e-07 -1.06859 1.12173 1.12324 0.0154
9.50835e-07 0.0540318 -1.41604e-07 -1.069 1.12238 1.12387 0.0155
9.32288e-07 0.0542698 -1.37314e-07 -1.0694 1.12303 1.12451 0.0156
9.30897e-07 0.0545056 -1.38202e-07 -1.0698 1.12367 1.12513 0.0157
9.13134e-07 0.0547392 -1.34243e-07 -1.0702 1.12431 1.12576 0.0158
9.10977e-07 0.0549708 -1.34836e-07 -1.07059 1.12494 1.12637 0.0159
8.93875e-07 0.0552001 -1.31172e-07 -1.07098 1.12556 1.12698 0.016
8.90896e-07 0.0554273 -1.31415e-07 -1.07136 1.12618 1.12758 0.0161
8.74323e-07 0.0556523 -1.28294e-07 -1.07174 1.12679 1.12818 0.0162
8.70718e-07 0.055875 -1.28411e-07 -1.07212 1.12739 1.12877 0.0163
8.54723e-07 0.0560956 -1.25503e-07 -1.07249 1.12799 1.12935 0.0164
8.50563e-07 0.0563139 -1.25344e-07 -1.07286 1.12859 1.12993 0.0165
8.3514e-07 0.0565301 -1.22583e-07 -1.07323 1.12918 1.13051 0.0166
8.30509e-07 0.0567439 -1.22178e-07 -1.07359 1.12976 1.13107 0.0167
8.15652e-07 0.0569555 -1.19568e-07 -1.07395 1.13033 1.13163 0.0168
8.10604e-07 0.0571649 -1.18963e-07 -1.0743 1.1309 1.13219 0.0169
7.96238e-07 0.057372 -1.16501e-07 -1.07465 1.13146 1.13274 0.017
7.90794e-07 0.0575768 -1.15728e-07 -1.07499 1.13202 1.13328 0.0171
7.76852e-07 0.0577794 -1.13407e-07 -1.07534 1.13257 1.13381 0.0172
7.71025e-07 0.0579797 -1.12506e-07 -1.07567 1.13311 1.13434 0.0173
7.57444e-07 0.0581776 -1.10313e-07 -1.07601 1.13365 1.13486 0.0174
7.51248e-07 0.0583733 -1.09304e-07 -1.07634 1.13418 1.13538 0.0175
7.37999e-07 0.0585666 -1.07225e-07 -1.07666 1.13471 1.13589 0.0176
7.31459e-07 0.0587576 -1.06133e-07 -1.07698 1.13523 1.1364 0.0177
7.18506e-07 0.0589463 -1.04152e-07 -1.0773 1.13574 1.13689 0.0178
7.11668e-07 0.0591327 -1.02989e-07 -1.07761 1.13625 1.13738 0.0179
6.98978e-07 0.0593167 -1.01088e-07 -1.07792 1.13675 1.13787 0.018
6.91862e-07 0.0594983 -9.98658e-08 -1.07823 1.13724 1.13835 0.0181
6.79423e-07 0.0596776 -9.80369e-08 -1.07853 1.13773 1.13882 0.0182
6.72051e-07 0.0598545 -9.67629e-08 -1.07883 1.13821 1.13928 0.0183
6.59843e-07 0.0600291 -9.49933e-08 -1.07912 1.13868 1.13974 0.0184
6.52248e-07 0.0602012 -9.36794e-08 -1.07941 1.13915 1.1402 0.0185
6.40252e-07 0.060371 -9.19597e-08 -1.0797 1.13961 1.14064 0.0186
6.32444e-07 0.0605384 -9.06096e-08 -1.07998 1.14007 1.14108 0.0187
6.20635e-07 0.0607033 -8.89263e-08 -1.08025 1.14051 1.14151 0.0188
6.12644e-07 0.0608659 -8.75521e-08 -1.08053 1.14096 1.14194 0.0189
6.01012e-07 0.061026 -8.5906e-08 -1.08079 1.14139 1.14236 0.019
5.92853e-07 0.0611837 -8.4511e-08 -1.08106 1.14182 1.14277 0.0191
5.81381e-07 0.0613389 -8.28879e-08 -1.08132 1.14224 1.14318 0.0192
5.73056e-07 0.0614917 -8.14778e-08 -1.08157 1.14266 1.14358 0.0193
5.61732e-07 0.0616421 -7.98737e-08 -1.08183 1.14307 1.14397 0.0194
5.53272e-07 0.06179 -7.8461e-08 -1.08207 1.14347 1.14436 0.0195
5.4208e-07 0.0619355 -7.68672e-08 -1.08232 1.14386 1.14474 0.0196
5.33488e-07 0.0620785 -7.54449e-08 -1.08256 1.14425 1.14511 0.0197
5.22414e-07 0.062219 -7.38667e-08 -1.08279 1.14463 1.14548 0.0198
5.13682e-07 0.062357 -7.24374e-08 -1.08302 1.14501 1.14584 0.0199
5.02715e-07 0.0624926 -7.0874e-08 -1.08325 1.14538 1.14619 0.02
4.93869e-07 0.0626257 -6.94454e-08 -1.08347 1.14574 1.14654 0.0201
4.83035e-07 0.0627562 -6.7898e-08 -1.08369 1.14609 1.14688 0.0202
4.74078e-07 0.0628843 -6.64632e-08 -1.0839 1.14644 1.14721 0.0203
4.63328e-07 0.0630098 -6.49126e-08 -1.08411 1.14678 1.14753 0.0204
4.5428e-07 0.0631329 -6.34914e-08 -1.08431 1.14712 1.14785 0.0205
4.43617e-07 0.0632534 -6.19427e-08 -1.08451 1.14745 1.14816 0.0206
4.34481e-07 0.0633714 -6.05282e-08 -1.08471 1.14777 1.14847 0.0207
4.23908e-07 0.0634869 -5.89785e-08 -1.0849 1.14808 1.14877 0.0208
4.14688e-07 0.0635999 -5.75703e-08 -1.08509 1.14839 1.14906 0.0209
4.04187e-07 0.0637103 -5.60176e-08 -1.08527 1.14869 1.14934 0.021
3.94897e-07 0.0638181 -5.46251e-08 -1.08545 1.14898 1.14962 0.0211
3.8447e-07 0.0639234 -5.30645e-08 -1.08563 1.14927 1.14989 0.0212
3.75105e-07 0.0640262 -5.16815e-08 -1.0858 1.14955 1.15016 0.0213
3.64742e-07 0.0641264 -5.0119e-08 -1.08596 1.14982 1.15041 0.0214
3.55309e-07 0.0642241 -4.87415e-08 -1.08612 1.15009 1.15067 0.0215
3.45018e-07 0.0643192 -4.71803e-08 -1.08628 1.15035 1.15091 0.0216
3.35509e-07 0.0644117 -4.58092e-08 -1.08643 1.1506 1.15114 0.0217
3.25277e-07 0.0645016 -4.4252e-08 -1.08658 1.15084 1.15137 0.0218
3.15704e-07 0.064589 -4.28886e-08 -1.08673 1.15108 1.1516 0.0219
3.05529e-07 0.0646738 -4.13263e-08 -1.08686 1.15131 1.15181 0.022
2.95909e-07 0.064756 -3.99778e-08 -1.087 1.15154 1.15202 0.0221
2.85779e-07 0.0648356 -3.84006e-08 -1.08713 1.15176 1.15222 0.0222
2.76099e-07 0.0649127 -3.70673e-08 -1.08726 1.15197 1.15242 0.0223
2.66026e-07 0.0649871 -3.54903e-08 -1.08738 1.15217 1.1526 0.0224
2.56306e-07 0.0650589 -3.41644e-08 -1.0875 1.15237 1.15278 0.0225
2.46278e-07 0.0651282 -3.25819e-08 -1.08761 1.15256 1.15296 0.0226
2.36512e-07 0.0651948 -3.12684e-08 -1.08772 1.15274 1.15312 0.0227
2.26527e-07 0.0652588 -2.96754e-08 -1.08782 1.15291 1.15328 0.0228
2.16709e-07 0.0653203 -2.83749e-08 -1.08792 1.15308 1.15344 0.0229
2.06765e-07 0.0653791 -2.67779e-08 -1.08802 1.15324 1.15358 0.023
1.96907e-07 0.0654353 -2.54873e-08 -1.08811 1.1534 1.15372 0.0231
1.87001e-07 0.0654889 -2.38812e-08 -1.0882 1.15354 1.15385 0.0232
1.77104e-07 0.0655398 -2.26041e-08 -1.08828 1.15368 1.15397 0.0233
1.67238e-07 0.0655882 -2.09908e-08 -1.08836 1.15382 1.15409 0.0234
1.573e-07 0.0656339 -1.97239e-08 -1.08843 1.15394 1.1542 0.0235
1.4747e-07 0.065677 -1.81033e-08 -1.0885 1.15406 1.1543 0.0236
1.37496e-07 0.0657175 -1.68476e-08 -1.08856 1.15417 1.1544 0.0237
1.27703e-07 0.0657553 -1.52194e-08 -1.08862 1.15428 1.15449 0.0238
1.17695e-07 0.0657906 -1.39738e-08 -1.08868 1.15438 1.15457 0.0239
1.07934e-07 0.0658231 -1.23391e-08 -1.08873 1.15447 1.15464 0.024
9.78934e-08 0.0658531 -1.11049e-08 -1.08877 1.15455 1.15471 0.0241
8.81612e-08 0.0658804 -9.46281e-09 -1.08882 1.15463 1.15477 0.0242
7.80885e-08 0.0659051 -8.23932e-09 -1.08885 1.1547 1.15483 0.0243
6.83887e-08 0.0659272 -6.58995e-09 -1.08889 1.15476 1.15487 0.0244
5.82857e-08 0.0659466 -5.37796e-09 -1.08892 1.15481 1.15491 0.0245
4.86156e-08 0.0659634 -3.72095e-09 -1.08894 1.15486 1.15494 0.0246
3.84821e-08 0.0659775 -2.51892e-09 -1.08896 1.1549 1.15497 0.0247
2.884e-08 0.065989 -8.5329e-10 -1.08897 1.15494 1.15499 0.0248
1.86767e-08 0.0659979 3.41428e-10 -1.08899 1.15496 1.155 0.0249
9.05726e-09 0.0660041 2.0135e-09 -1.08899 1.15498 1.155 0.025
-1.13299e-09 0.0660077 3.19713e-09 -1.08899 1.155 1.155 0.0251
-1.0718e-08 0.0660087 4.87761e-09 -1.08899 1.155 1.15499 0.0252
-2.0931e-08 0.066007 6.05073e-09 -1.08898 1.155 1.15497 0.0253
-3.0488e-08 0.0660027 7.74309e-09 -1.08897 1.15499 1.15494 0.0254
-4.07281e-08 0.0659957 8.9084e-09 -1.08896 1.15497 1.15491 0.0255
-5.02579e-08 0.0659861 1.06042e-08 -1.08894 1.15495 1.15487 0.0256
-6.05236e-08 0.0659739 1.17612e-08 -1.08891 1.15492 1.15483 0.0257
-7.00319e-08 0.065959 1.34664e-08 -1.08888 1.15488 1.15477 0.0258
-8.03243e-08 0.0659415 1.46141e-08 -1.08885 1.15484 1.15471 0.0259
-8.98051e-08 0.0659213 1.63255e-08 -1.08881 1.15479 1.15464 0.026
-1.00124e-07 0.0658986 1.74654e-08 -1.08877 1.15473 1.15457 0.0261
-1.09585e-07 0.0658731 1.91854e-08 -1.08872 1.15466 1.15449 0.0262
-1.19928e-07 0.0658451 2.03166e-08 -1.08867 1.15459 1.1544 0.0263
-1.29357e-07 0.0658144 2.20432e-08 -1.08861 1.15451 1.1543 0.0264
-1.39724e-07 0.0657811 2.31681e-08 -1.08855 1.15443 1.1542 0.0265
-1.49127e-07 0.0657452 2.49017e-08 -1.08849 1.15433 1.15409 0.0266
-1.59522e-07 0.0657066 2.602e-08 -1.08842 1.15423 1.15397 0.0267
-1.68902e-07 0.0656654 2.77607e-08 -1.08834 1.15412 1.15385 0.0268
-1.79321e-07 0.0656216 2.88726e-08 -1.08826 1.15401 1.15372 0.0269
-1.88673e-07 0.0655752 3.06195e-08 -1.08818 1.15388 1.15358 0.027
-1.9912e-07 0.0655261 3.1726e-08 -1.08809 1.15376 1.15344 0.0271
-2.08446e-07 0.0654745 3.34781e-08 -1.088 1.15362 1.15328 0.0272
-2.18919e-07 0.0654202 3.45789e-08 -1.08791 1.15348 1.15312 0.0273
-2.28216e-07 0.0653633 3.63386e-08 -1.0878 1.15333 1.15296 0.0274
-2.38716e-07 0.0653038 3.74325e-08 -1.0877 1.15317 1.15278 0.0275
-2.47985e-07 0.0652417 3.91984e-08 -1.08759 1.153 1.1526 0.0276
-2.58517e-07 0.065177 4.02931e-08 -1.08748 1.15283 1.15242 0.0277
-2.67756e-07 0.0651097 4.20617e-08 -1.08736 1.15265 1.15222 0.0278
-2.78311e-07 0.0650398 4.31493e-08 -1.08724 1.15247 1.15202 0.0279
-2.8752e-07 0.0649672 4.49269e-08 -1.08711 1.15228 1.15181 0.028
-2.981e-07 0.0648921 4.60105e-08 -1.08698 1.15208 1.1516 0.0281
-3.07282e-07 0.0648145 4.77941e-08 -1.08684 1.15187 1.15137 0.0282
-3.17893e-07 0.0647342 4.88744e-08 -1.0867 1.15166 1.15114 0.0283
-3.2704e-07 0.0646513 5.06639e-08 -1.08656 1.15144 1.15091 0.0284
-3.3768e-07 0.0645659 5.17419e-08 -1.08641 1.15121 1.15067 0.0285
-3.46796e-07 0.0644779 5.35347e-08 -1.08625 1.15097 1.15041 0.0286
-3.57469e-07 0.0643873 5.46131e-08 -1.0861 1.15073 1.15016 0.0287
-3.66551e-07 0.0642942 5.64097e-08 -1.08593 1.15048 1.14989 0.0288
-3.77256e-07 0.0641985 5.74852e-08 -1.08577 1.15023 1.14962 0.0289
-3.86302e-07 0.0641002 5.92871e-08 -1.0856 1.14997 1.14934 0.029
-3.9704e-07 0.0639994 6.03593e-08 -1.08542 1.1497 1.14906 0.0291
-4.06055e-07 0.0638961 6.21684e-08 -1.08524 1.14942 1.14877 0.0292
-4.16824e-07 0.0637902 6.32404e-08 -1.08506 1.14914 1.14847 0.0293
-4.25798e-07 0.0636817 6.50507e-08 -1.08487 1.14885 1.14816 0.0294
-4.36601e-07 0.0635707 6.6125e-08 -1.08468 1.14855 1.14785 0.0295
-4.4554e-07 0.0634572 6.794e-08 -1.08448 1.14825 1.14753 0.0296
-4.56386e-07 0.0633412 6.90165e-08 -1.08428 1.14794 1.14721 0.0297
-4.65279e-07 0.0632226 7.08336e-08 -1.08408 1.14762 1.14688 0.0298
-4.76151e-07 0.0631016 7.19091e-08 -1.08387 1.1473 1.14654 0.0299
-4.85007e-07 0.062978 7.37324e-08 -1.08365 1.14697 1.14619 0.03
-4.9593e-07 0.0628519 7.48169e-08 -1.08344 1.14663 1.14584 0.0301
-5.04737e-07 0.0627233 7.66329e-08 -1.08321 1.14629 1.14548 0.0302
-5.15686e-07 0.0625922 7.77124e-08 -1.08299 1.14594 1.14511 0.0303
-5.2445e-07 0.0624587 7.95405e-08 -1.08276 1.14558 1.14474 0.0304
-5.35434e-07 0.0623226 8.06237e-08 -1.08252 1.14521 1.14436 0.0305
-5.44164e-07 0.0621841 8.24534e-08 -1.08228 1.14484 1.14397 0.0306
-5.55191e-07 0.0620431 8.35408e-08 -1.08204 1.14447 1.14358 0.0307
-5.63869e-07 0.0618997 8.53701e-08 -1.08179 1.14408 1.14318 0.0308
-5.74942e-07 0.0617538 8.64617e-08 -1.08154 1.14369 1.14277 0.0309
-5.83574e-07 0.0616054 8.82913e-08 -1.08128 1.14329 1.14236 0.031
-5.94686e-07 0.0614546 8.93851e-08 -1.08102 1.14289 1.14194 0.0311
-6.03287e-07 0.0613014 9.12244e-08 -1.08076 1.14248 1.14151 0.0312
-6.14433e-07 0.0611457 9.23155e-08 -1.08049 1.14206 1.14108 0.0313
-6.22969e-07 0.0609876 9.41526e-08 -1.08022 1.14164 1.14064 0.0314
-6.34154e-07 0.0608271 9.52567e-08 -1.07994 1.14121 1.1402 0.0315
-6.42647e-07 0.0606642 9.70932e-08 -1.07966 1.14077 1.13974 0.0316
-6.53867e-07 0.0604988 9.82017e-08 -1.07938 1.14032 1.13928 0.0317
-6.6231e-07 0.0603311 1.00041e-07 -1.07909 1.13987 1.13882 0.0318
-6.73577e-07 0.060161 1.01157e-07 -1.07879 1.13942 1.13835 0.0319
-6.81973e-07 0.0599885 1.02996e-07 -1.0785 1.13895 1.13787 0.032
