sfxUp sfyUp sfxLow sfyLow time
-35.5069 28043.7 4.87057 -28043.7 0.4216
-34.5194 27249.9 4.72433 -27249.9 0.4217
-33.5302 26455.3 4.57701 -26455.3 0.4218
-32.5428 25660.2 4.43135 -25660.2 0.4219
-31.5536 24864.5 4.28441 -24864.5 0.422
-30.5648 24068.3 4.13854 -24068.3 0.4221
-29.5766 23271.5 3.99277 -23271.5 0.4222
-28.5878 22474.3 3.84675 -22474.3 0.4223
-27.5993 21676.5 3.70121 -21676.5 0.4224
-26.6167 20878.6 3.5603 -20878.6 0.4225
-25.6311 20080 3.41654 -20080 0.4226
-24.6445 19281.2 3.27278 -19281.2 0.4227
-23.6564 18481.7 3.12733 -18481.7 0.4228
-22.667 17681.9 2.98254 -17681.9 0.4229
-21.677 16881.7 2.83676 -16881.7 0.423
-20.6871 16081.1 2.69223 -16081.1 0.4231
-19.6971 15280.1 2.54677 -15280.1 0.4232
-18.7073 14478.9 2.40271 -14478.9 0.4233
-17.7171 13677.3 2.25754 -13677.3 0.4234
-16.7275 12875.5 2.11369 -12875.5 0.4235
-15.7371 12073.4 1.96866 -12073.4 0.4236
-14.7473 11271.1 1.82499 -11271.1 0.4237
-13.7576 10468.5 1.68042 -10468.5 0.4238
-12.7682 9665.79 1.53668 -9665.79 0.4239
-11.7783 8862.81 1.39207 -8862.81 0.424
-10.7889 8059.78 1.24841 -8059.78 0.4241
-9.79911 7256.5 1.10402 -7256.5 0.4242
-8.8097 6453.21 0.960516 -6453.21 0.4243
-7.81983 5649.7 0.816326 -5649.7 0.4244
-6.83015 4846.23 0.672991 -4846.23 0.4245
-5.84044 4042.57 0.529004 -4042.57 0.4246
-4.85099 3238.99 0.385914 -3238.99 0.4247
-3.86121 2435.26 0.241996 -2435.26 0.4248
-2.87167 1631.64 0.0989394 -1631.64 0.4249
-1.88144 827.916 -0.0450858 -827.916 0.425
-0.891695 24.3352 -0.187947 -24.3352 0.4251
0.0981547 -779.308 -0.331633 779.308 0.4252
1.08762 -1582.77 -0.474382 1582.77 0.4253
2.07723 -2386.26 -0.618156 2386.26 0.4254
3.06673 -3189.53 -0.760952 3189.53 0.4255
4.05657 -3992.78 -0.904553 3992.78 0.4256
5.0461 -4795.79 -1.04736 4795.79 0.4257
6.036 -5598.73 -1.19091 5598.73 0.4258
7.02562 -6401.39 -1.33365 6401.39 0.4259
8.01567 -7203.95 -1.47713 7203.95 0.426
9.00531 -8006.19 -1.61977 8006.19 0.4261
9.99517 -8808.29 -1.76321 8808.29 0.4262
10.9847 -9610.03 -1.90577 9610.03 0.4263
11.9744 -10411.6 -2.04929 10411.6 0.4264
12.9638 -11212.8 -2.19205 11212.8 0.4265
13.9535 -12013.7 -2.33534 12013.7 0.4266
14.9433 -12814.2 -2.478 12814.2 0.4267
15.9331 -13614.5 -2.62148 13614.5 0.4268
16.9226 -14414.3 -2.76418 14414.3 0.4269
17.9123 -15213.8 -2.90765 15213.8 0.427
18.9015 -16012.8 -3.05037 16012.8 0.4271
19.8916 -16811.5 -3.19371 16811.5 0.4272
20.881 -17609.6 -3.33637 17609.6 0.4273
21.871 -18407.3 -3.47989 18407.3 0.4274
22.8602 -19204.5 -3.6225 19204.5 0.4275
23.8501 -20001.2 -3.76607 20001.2 0.4276
24.8394 -20797.4 -3.90887 20797.4 0.4277
25.8291 -21593.1 -4.05264 21593.1 0.4278
26.8182 -22388.1 -4.19576 22388.1 0.4279
27.8076 -23182.7 -4.33951 23182.7 0.428
28.7967 -23976.5 -4.48252 23976.5 0.4281
29.7859 -24769.8 -4.62643 24769.8 0.4282
30.7753 -25562.4 -4.76955 25562.4 0.4283
31.7645 -26354.5 -4.91334 26354.5 0.4284
32.7538 -27145.8 -5.05677 27145.8 0.4285
33.7433 -27936.4 -5.2008 27936.4 0.4286
34.7317 -28726.3 -5.34427 28726.3 0.4287
35.7203 -29515.5 -5.4886 29515.5 0.4288
36.7096 -30303.9 -5.63209 30303.9 0.4289
37.6983 -31091.6 -5.7763 31091.6 0.429
38.6874 -31878.4 -5.92015 31878.4 0.4291
39.6765 -32664.5 -6.0647 32664.5 0.4292
40.6654 -33449.7 -6.20867 33449.7 0.4293
41.6532 -34234.2 -6.35356 34234.2 0.4294
42.6409 -35017.7 -6.49808 35017.7 0.4295
43.6284 -35800.4 -6.64276 35800.4 0.4296
44.6175 -36582.1 -6.78705 36582.1 0.4297
45.6064 -37362.9 -6.93234 37362.9 0.4298
46.5947 -38142.8 -7.0768 38142.8 0.4299
47.5819 -38921.7 -7.2225 38921.7 0.43
48.5709 -39699.6 -7.36675 39699.6 0.4301
49.5592 -40476.6 -7.51244 40476.6 0.4302
50.5456 -41252.5 -7.65772 41252.5 0.4303
51.5337 -42027.5 -7.80362 42027.5 0.4304
52.5209 -42801.3 -7.94896 42801.3 0.4305
53.4954 -43573.6 -8.08632 43573.6 0.4306
54.4752 -44344.9 -8.23037 44344.9 0.4307
55.4565 -45115.2 -8.37335 45115.2 0.4308
56.4401 -45884.4 -8.52069 45884.4 0.4309
57.426 -46652.5 -8.66519 46652.5 0.431
58.412 -47419.6 -8.81376 47419.6 0.4311
59.3987 -48185.5 -8.95821 48185.5 0.4312
60.3857 -48950.2 -9.10668 48950.2 0.4313
61.3716 -49713.7 -9.25096 49713.7 0.4314
62.3587 -50475.9 -9.39971 50475.9 0.4315
63.3446 -51237 -9.54398 51237 0.4316
64.3308 -51996.7 -9.6935 51996.7 0.4317
65.3155 -52755.1 -9.83832 52755.1 0.4318
66.3001 -53512.2 -9.98799 53512.2 0.4319
67.2835 -54268 -10.1336 54268 0.432
68.2675 -55022.5 -10.2839 55022.5 0.4321
69.251 -55775.5 -10.4295 55775.5 0.4322
70.2356 -56527.2 -10.5802 56527.2 0.4323
71.2193 -57277.5 -10.7262 57277.5 0.4324
72.2032 -58026.3 -10.8774 58026.3 0.4325
73.1858 -58773.7 -11.0244 58773.7 0.4326
74.1681 -59519.6 -11.176 59519.6 0.4327
75.1493 -60264 -11.3237 60264 0.4328
76.1319 -61006.9 -11.4761 61006.9 0.4329
77.1133 -61748.3 -11.6238 61748.3 0.433
78.0952 -62488.2 -11.7762 62488.2 0.4331
79.0766 -63226.5 -11.9243 63226.5 0.4332
80.0586 -63963.2 -12.0774 63963.2 0.4333
81.0398 -64698.3 -12.2265 64698.3 0.4334
82.0202 -65431.8 -12.3799 65431.8 0.4335
82.9994 -66163.7 -12.5294 66163.7 0.4336
83.9793 -66893.9 -12.683 66893.9 0.4337
84.9583 -67622.4 -12.833 67622.4 0.4338
85.9379 -68349.2 -12.9873 68349.2 0.4339
86.9165 -69074.4 -13.1375 69074.4 0.434
87.8951 -69797.8 -13.292 69797.8 0.4341
88.8733 -70519.4 -13.4431 70519.4 0.4342
89.8511 -71239.3 -13.5986 71239.3 0.4343
90.8284 -71957.4 -13.7495 71957.4 0.4344
91.8061 -72673.6 -13.9053 72673.6 0.4345
92.782 -73388.1 -14.0566 73388.1 0.4346
93.7594 -74100.7 -14.2135 74100.7 0.4347
94.7322 -74811.5 -14.3668 74811.5 0.4348
95.7083 -75520.3 -14.524 75520.3 0.4349
96.6836 -76227.3 -14.677 76227.3 0.435
97.6591 -76932.4 -14.8348 76932.4 0.4351
98.6326 -77635.5 -14.9886 77635.5 0.4352
99.6034 -78336.6 -15.1473 78336.6 0.4353
100.575 -79035.8 -15.3013 79035.8 0.4354
101.547 -79733 -15.4604 79733 0.4355
102.518 -80428.2 -15.6153 80428.2 0.4356
103.491 -81121.3 -15.7742 81121.3 0.4357
104.462 -81812.4 -15.9292 81812.4 0.4358
105.434 -82501.4 -16.0887 82501.4 0.4359
106.402 -83188.4 -16.245 83188.4 0.436
107.372 -83873.2 -16.4049 83873.2 0.4361
108.339 -84555.9 -16.5617 84555.9 0.4362
109.307 -85236.4 -16.7226 85236.4 0.4363
110.273 -85914.8 -16.8795 85914.8 0.4364
111.238 -86591 -17.0422 86591 0.4365
112.204 -87265 -17.2 87265 0.4366
113.17 -87936.7 -17.3636 87936.7 0.4367
114.134 -88606.2 -17.5234 88606.2 0.4368
115.099 -89273.5 -17.6873 89273.5 0.4369
116.061 -89938.5 -17.8475 89938.5 0.437
117.02 -90601.1 -18.0129 90601.1 0.4371
117.981 -91261.5 -18.1738 91261.5 0.4372
118.957 -91925.2 -18.3323 91925.2 0.4373
119.939 -92584.8 -18.4736 92584.8 0.4374
120.916 -93240.3 -18.6144 93240.3 0.4375
121.893 -93893.1 -18.7622 93893.1 0.4376
122.866 -94542.1 -18.9136 94542.1 0.4377
123.839 -95188.9 -19.0709 95188.9 0.4378
124.807 -95832.5 -19.2286 95832.5 0.4379
125.77 -96473.8 -19.3914 96473.8 0.438
126.725 -97112.3 -19.5538 97112.3 0.4381
127.678 -97748.5 -19.718 97748.5 0.4382
128.625 -98382.1 -19.8874 98382.1 0.4383
129.572 -99013.2 -20.0548 99013.2 0.4384
130.517 -99641.6 -20.2233 99641.6 0.4385
131.46 -100268 -20.3928 100268 0.4386
132.406 -100891 -20.5624 100891 0.4387
133.353 -101512 -20.729 101512 0.4388
134.298 -102130 -20.897 102130 0.4389
135.242 -102745 -21.0636 102745 0.439
136.184 -103358 -21.2328 103358 0.4391
137.122 -103968 -21.4017 103968 0.4392
138.062 -104575 -21.5724 104575 0.4393
139.003 -105180 -21.7408 105180 0.4394
139.939 -105782 -21.9119 105782 0.4395
140.882 -106381 -22.0819 106381 0.4396
141.82 -106977 -22.2537 106977 0.4397
142.755 -107570 -22.4236 107570 0.4398
143.686 -108161 -22.5973 108161 0.4399
144.614 -108749 -22.771 108749 0.44
145.543 -109333 -22.9468 109333 0.4401
146.474 -109915 -23.1202 109915 0.4402
147.399 -110494 -23.2958 110494 0.4403
148.324 -111070 -23.4703 111070 0.4404
149.248 -111643 -23.6467 111643 0.4405
150.172 -112214 -23.821 112214 0.4406
151.094 -112781 -23.9977 112781 0.4407
152.014 -113345 -24.1733 113345 0.4408
152.932 -113906 -24.351 113906 0.4409
153.849 -114464 -24.5277 114464 0.441
154.766 -115019 -24.7064 115019 0.4411
155.679 -115571 -24.8841 115571 0.4412
156.59 -116119 -25.0637 116119 0.4413
157.501 -116665 -25.2419 116665 0.4414
158.409 -117207 -25.4216 117207 0.4415
159.316 -117747 -25.6001 117747 0.4416
160.219 -118283 -25.7799 118283 0.4417
161.123 -118815 -25.9576 118815 0.4418
162.024 -119344 -26.1394 119344 0.4419
162.924 -119869 -26.317 119869 0.442
163.819 -120392 -26.4994 120392 0.4421
164.712 -120911 -26.6799 120911 0.4422
165.603 -121428 -26.8641 121428 0.4423
166.492 -121941 -27.0473 121941 0.4424
167.378 -122450 -27.2329 122450 0.4425
168.263 -122957 -27.4172 122957 0.4426
169.145 -123459 -27.603 123459 0.4427
170.026 -123959 -27.7882 123959 0.4428
170.904 -124455 -27.9739 124455 0.4429
171.78 -124948 -28.1599 124948 0.443
172.655 -125437 -28.3455 125437 0.4431
173.526 -125923 -28.5319 125923 0.4432
174.396 -126405 -28.7182 126405 0.4433
175.264 -126883 -28.9052 126883 0.4434
176.128 -127358 -29.0933 127358 0.4435
176.99 -127830 -29.2819 127830 0.4436
177.849 -128298 -29.4707 128298 0.4437
178.706 -128762 -29.6597 128762 0.4438
179.56 -129223 -29.8486 129223 0.4439
180.41 -129680 -30.038 129680 0.444
181.259 -130133 -30.2267 130133 0.4441
182.105 -130582 -30.4158 130582 0.4442
182.949 -131028 -30.6044 131028 0.4443
183.791 -131470 -30.7946 131470 0.4444
184.63 -131908 -30.9839 131908 0.4445
185.466 -132343 -31.1756 132343 0.4446
186.297 -132773 -31.3676 132773 0.4447
187.126 -133200 -31.5614 133200 0.4448
187.95 -133623 -31.7552 133623 0.4449
188.772 -134042 -31.9501 134042 0.445
189.59 -134457 -32.1446 134457 0.4451
190.405 -134869 -32.3391 134869 0.4452
191.218 -135276 -32.534 135276 0.4453
192.027 -135679 -32.729 135679 0.4454
192.834 -136078 -32.9239 136078 0.4455
193.636 -136474 -33.1188 136474 0.4456
194.435 -136865 -33.3142 136865 0.4457
195.231 -137252 -33.5104 137252 0.4458
196.022 -137636 -33.7066 137636 0.4459
196.81 -138015 -33.903 138015 0.446
197.593 -138390 -34.1002 138390 0.4461
198.374 -138760 -34.2974 138760 0.4462
199.151 -139127 -34.4943 139127 0.4463
199.923 -139490 -34.6905 139490 0.4464
200.693 -139848 -34.8862 139848 0.4465
201.458 -140202 -35.0824 140202 0.4466
202.22 -140552 -35.2785 140552 0.4467
202.978 -140897 -35.4756 140897 0.4468
203.734 -141238 -35.6738 141238 0.4469
204.484 -141575 -35.872 141575 0.447
205.229 -141908 -36.0718 141908 0.4471
205.969 -142236 -36.2719 142236 0.4472
206.704 -142560 -36.4714 142560 0.4473
207.436 -142880 -36.6714 142880 0.4474
208.161 -143194 -36.8719 143194 0.4475
208.884 -143505 -37.0719 143505 0.4476
209.602 -143811 -37.2712 143811 0.4477
210.315 -144113 -37.4707 144113 0.4478
210.996 -144410 -37.6717 144410 0.4479
211.683 -144702 -37.8768 144702 0.448
212.367 -144990 -38.0825 144990 0.4481
213.054 -145273 -38.2873 145273 0.4482
213.739 -145552 -38.49 145552 0.4483
214.423 -145826 -38.6904 145826 0.4484
215.107 -146095 -38.8897 146095 0.4485
215.786 -146360 -39.0866 146360 0.4486
216.458 -146620 -39.2831 146620 0.4487
217.126 -146875 -39.4799 146875 0.4488
217.786 -147126 -39.6773 147126 0.4489
218.441 -147372 -39.8756 147372 0.449
219.09 -147613 -40.0749 147613 0.4491
219.733 -147849 -40.2752 147849 0.4492
220.368 -148081 -40.4763 148081 0.4493
220.999 -148307 -40.6776 148307 0.4494
221.624 -148529 -40.8783 148529 0.4495
222.243 -148745 -41.0788 148745 0.4496
222.858 -148957 -41.2789 148957 0.4497
223.466 -149164 -41.4772 149164 0.4498
224.068 -149366 -41.6755 149366 0.4499
224.663 -149563 -41.8742 149563 0.45
225.253 -149755 -42.072 149755 0.4501
225.836 -149941 -42.2699 149941 0.4502
226.413 -150123 -42.4676 150123 0.4503
226.985 -150300 -42.6636 150300 0.4504
227.55 -150471 -42.8604 150471 0.4505
228.108 -150638 -43.0566 150638 0.4506
228.658 -150799 -43.2518 150799 0.4507
229.203 -150955 -43.4456 150955 0.4508
229.741 -151105 -43.6384 151105 0.4509
230.273 -151251 -43.83 151251 0.451
230.796 -151391 -44.0224 151391 0.4511
231.321 -151525 -44.2147 151525 0.4512
231.832 -151654 -44.41 151654 0.4513
232.34 -151778 -44.5993 151778 0.4514
232.837 -151896 -44.7924 151896 0.4515
233.322 -152009 -44.9835 152009 0.4516
233.8 -152117 -45.1755 152117 0.4517
234.273 -152219 -45.366 152219 0.4518
234.739 -152316 -45.5561 152316 0.4519
235.195 -152408 -45.745 152408 0.452
235.646 -152494 -45.9328 152494 0.4521
236.092 -152575 -46.1187 152575 0.4522
236.523 -152650 -46.3056 152650 0.4523
236.948 -152720 -46.4921 152720 0.4524
237.369 -152784 -46.6767 152784 0.4525
237.783 -152842 -46.8601 152842 0.4526
238.184 -152895 -47.0425 152895 0.4527
238.58 -152942 -47.2236 152942 0.4528
238.969 -152984 -47.4035 152984 0.4529
239.347 -153019 -47.5808 153019 0.453
239.719 -153049 -47.7574 153049 0.4531
240.081 -153074 -47.9334 153074 0.4532
240.432 -153092 -48.1094 153092 0.4533
240.774 -153105 -48.2842 153105 0.4534
241.11 -153111 -48.4596 153111 0.4535
241.433 -153112 -48.634 153112 0.4536
241.748 -153107 -48.8084 153107 0.4537
242.057 -153096 -48.9808 153096 0.4538
242.356 -153079 -49.1516 153079 0.4539
242.646 -153056 -49.32 153056 0.454
242.927 -153028 -49.4865 153028 0.4541
243.198 -152993 -49.6515 152993 0.4542
243.458 -152952 -49.8169 152952 0.4543
243.71 -152905 -49.9786 152905 0.4544
243.953 -152852 -50.1392 152852 0.4545
244.182 -152793 -50.3003 152793 0.4546
244.404 -152728 -50.459 152728 0.4547
244.617 -152656 -50.6171 152656 0.4548
244.817 -152579 -50.7723 152579 0.4549
245.008 -152495 -50.9265 152495 0.455
245.19 -152405 -51.0769 152405 0.4551
245.359 -152309 -51.2258 152309 0.4552
245.517 -152206 -51.3725 152206 0.4553
245.668 -152098 -51.5169 152098 0.4554
245.813 -151983 -51.6588 151983 0.4555
245.944 -151861 -51.7998 151861 0.4556
246.062 -151733 -51.94 151733 0.4557
246.17 -151599 -52.079 151599 0.4558
246.267 -151459 -52.217 151459 0.4559
246.351 -151312 -52.3532 151312 0.456
246.424 -151159 -52.4873 151159 0.4561
246.484 -150999 -52.6199 150999 0.4562
246.533 -150832 -52.7497 150832 0.4563
246.569 -150660 -52.876 150660 0.4564
246.594 -150480 -53.0004 150480 0.4565
246.611 -150294 -53.1207 150294 0.4566
246.614 -150102 -53.2399 150102 0.4567
246.605 -149903 -53.358 149903 0.4568
246.586 -149697 -53.4727 149697 0.4569
246.556 -149485 -53.5857 149485 0.457
246.511 -149266 -53.6959 149266 0.4571
246.454 -149040 -53.8034 149040 0.4572
246.384 -148808 -53.9071 148808 0.4573
246.3 -148569 -54.0073 148569 0.4574
246.21 -148323 -54.1054 148323 0.4575
246.104 -148070 -54.1991 148070 0.4576
245.989 -147811 -54.2911 147811 0.4577
245.86 -147545 -54.3797 147545 0.4578
245.718 -147272 -54.4665 147272 0.4579
245.563 -146993 -54.5514 146993 0.458
245.392 -146706 -54.6339 146706 0.4581
245.212 -146413 -54.7137 146413 0.4582
245.018 -146112 -54.7902 146112 0.4583
244.809 -145805 -54.8646 145805 0.4584
244.586 -145491 -54.935 145491 0.4585
244.351 -145170 -55.0026 145170 0.4586
244.102 -144842 -55.0668 144842 0.4587
243.841 -144507 -55.1271 144507 0.4588
243.563 -144165 -55.1845 144165 0.4589
243.276 -143816 -55.2372 143816 0.459
242.975 -143460 -55.287 143460 0.4591
242.661 -143097 -55.3332 143097 0.4592
242.328 -142727 -55.3765 142727 0.4593
241.982 -142350 -55.4169 142350 0.4594
241.619 -141965 -55.4562 141965 0.4595
241.244 -141572 -55.491 141572 0.4596
240.855 -141173 -55.5181 141173 0.4597
240.453 -140767 -55.5431 140767 0.4598
240.033 -140354 -55.5619 140354 0.4599
239.602 -139934 -55.5781 139934 0.46
239.157 -139507 -55.5894 139507 0.4601
238.698 -139073 -55.5972 139073 0.4602
238.226 -138632 -55.6007 138632 0.4603
237.737 -138184 -55.6023 138184 0.4604
237.23 -137728 -55.6006 137728 0.4605
236.711 -137265 -55.594 137265 0.4606
236.173 -136795 -55.5858 136795 0.4607
235.623 -136318 -55.5721 136318 0.4608
235.056 -135833 -55.5553 135833 0.4609
234.474 -135342 -55.5334 135342 0.461
233.879 -134843 -55.5066 134843 0.4611
233.267 -134337 -55.4752 134337 0.4612
232.636 -133823 -55.4406 133823 0.4613
231.991 -133303 -55.4004 133303 0.4614
231.332 -132775 -55.356 132775 0.4615
230.655 -132240 -55.307 132240 0.4616
229.967 -131697 -55.2534 131697 0.4617
229.261 -131147 -55.1953 131147 0.4618
228.543 -130590 -55.1325 130590 0.4619
227.812 -130026 -55.0636 130026 0.462
227.059 -129454 -54.9917 129454 0.4621
226.292 -128875 -54.9153 128875 0.4622
225.505 -128289 -54.8351 128289 0.4623
224.704 -127696 -54.7489 127696 0.4624
223.885 -127095 -54.6584 127095 0.4625
223.053 -126487 -54.5616 126487 0.4626
222.202 -125872 -54.4603 125872 0.4627
221.336 -125249 -54.3532 125249 0.4628
220.457 -124619 -54.2416 124619 0.4629
219.561 -123982 -54.124 123982 0.463
218.65 -123337 -54.0023 123337 0.4631
217.723 -122686 -53.8753 122686 0.4632
216.776 -122027 -53.7451 122027 0.4633
215.813 -121360 -53.6085 121360 0.4634
214.835 -120687 -53.4683 120687 0.4635
213.843 -120006 -53.3217 120006 0.4636
212.836 -119318 -53.1708 119318 0.4637
211.808 -118623 -53.0141 118623 0.4638
210.765 -117921 -52.8527 117921 0.4639
209.703 -117211 -52.6854 117211 0.464
208.625 -116494 -52.5136 116494 0.4641
207.53 -115770 -52.3352 115770 0.4642
206.421 -115039 -52.152 115039 0.4643
205.295 -114301 -51.9625 114301 0.4644
204.157 -113555 -51.7677 113555 0.4645
203.002 -112802 -51.5661 112802 0.4646
201.828 -112043 -51.3615 112043 0.4647
200.634 -111276 -51.1508 111276 0.4648
199.428 -110502 -50.9349 110502 0.4649
198.206 -109721 -50.713 109721 0.465
196.963 -108933 -50.487 108933 0.4651
195.708 -108138 -50.254 108138 0.4652
194.436 -107336 -50.0163 107336 0.4653
193.145 -106528 -49.7723 106528 0.4654
191.838 -105712 -49.5233 105712 0.4655
190.513 -104889 -49.2681 104889 0.4656
189.032 -104059 -49.0858 104059 0.4657
187.475 -103221 -48.9297 103221 0.4658
185.879 -102377 -48.7816 102377 0.4659
184.286 -101525 -48.6092 101525 0.466
182.705 -100667 -48.4112 100667 0.4661
181.149 -99802.7 -48.1762 99802.7 0.4662
179.618 -98931.2 -47.9162 98931.2 0.4663
178.103 -98053.2 -47.6303 98053.2 0.4664
176.6 -97168.6 -47.3306 97168.6 0.4665
175.1 -96277.5 -47.0164 96277.5 0.4666
173.594 -95379.8 -46.6987 95379.8 0.4667
172.079 -94475.7 -46.3728 94475.7 0.4668
170.552 -93565.1 -46.0454 93565.1 0.4669
169.012 -92648 -45.712 92648 0.467
167.454 -91724.6 -45.3771 91724.6 0.4671
165.881 -90794.9 -45.0352 90794.9 0.4672
164.289 -89858.8 -44.6905 89858.8 0.4673
162.682 -88916.4 -44.3385 88916.4 0.4674
161.057 -87967.8 -43.9827 87967.8 0.4675
159.422 -87013 -43.6172 87013 0.4676
157.772 -86052 -43.2471 86052 0.4677
156.11 -85084.9 -42.8689 85084.9 0.4678
154.433 -84111.7 -42.4854 84111.7 0.4679
152.745 -83132.5 -42.0936 83132.5 0.468
151.042 -82147.3 -41.6977 82147.3 0.4681
149.323 -81156.1 -41.2943 81156.1 0.4682
147.592 -80159 -40.8857 80159 0.4683
145.852 -79156.1 -40.4701 79156.1 0.4684
144.094 -78147.4 -40.0504 78147.4 0.4685
142.321 -77132.9 -39.6239 77132.9 0.4686
140.531 -76112.7 -39.1929 76112.7 0.4687
138.731 -75086.9 -38.7561 75086.9 0.4688
136.915 -74055.5 -38.3138 74055.5 0.4689
135.086 -73018.5 -37.8666 73018.5 0.469
133.241 -71976.1 -37.414 71976.1 0.4691
131.384 -70928.3 -36.9566 70928.3 0.4692
129.513 -69875.1 -36.4929 69875.1 0.4693
127.634 -68816.6 -36.0248 68816.6 0.4694
125.74 -67752.9 -35.5502 67752.9 0.4695
123.83 -66684 -35.0719 66684 0.4696
121.906 -65609.9 -34.587 65609.9 0.4697
119.976 -64530.9 -34.0988 64530.9 0.4698
118.029 -63446.8 -33.6035 63446.8 0.4699
116.074 -62357.9 -33.1056 62357.9 0.47
114.104 -61264.1 -32.6005 61264.1 0.4701
112.123 -60165.5 -32.093 60165.5 0.4702
110.131 -59062.2 -31.5787 59062.2 0.4703
108.126 -57954.3 -31.0621 57954.3 0.4704
106.108 -56841.8 -30.5387 56841.8 0.4705
104.082 -55724.9 -30.0131 55724.9 0.4706
102.042 -54603.4 -29.4805 54603.4 0.4707
99.9917 -53477.7 -28.9469 53477.7 0.4708
97.9297 -52347.7 -28.4055 52347.7 0.4709
95.8571 -51213.5 -27.8631 51213.5 0.471
93.7775 -50075.1 -27.3127 50075.1 0.4711
91.6851 -48932.7 -26.762 48932.7 0.4712
89.5834 -47786.4 -26.2037 47786.4 0.4713
87.4724 -46636.2 -25.6449 46636.2 0.4714
85.3513 -45482.1 -25.0788 45482.1 0.4715
83.2235 -44324.4 -24.5126 44324.4 0.4716
81.0846 -43163 -23.9386 43163 0.4717
78.9394 -41998 -23.3648 41998 0.4718
76.7811 -40829.6 -22.784 40829.6 0.4719
74.618 -39657.8 -22.204 39657.8 0.472
72.4433 -38482.6 -21.6163 38482.6 0.4721
70.2608 -37304.3 -21.0296 37304.3 0.4722
68.0689 -36122.8 -20.4354 36122.8 0.4723
65.871 -34938.2 -19.8423 34938.2 0.4724
63.6673 -33750.7 -19.2412 33750.7 0.4725
61.4548 -32560.3 -18.6422 32560.3 0.4726
59.2349 -31367.2 -18.0351 31367.2 0.4727
57.0099 -30171.3 -17.4301 30171.3 0.4728
54.7785 -28972.9 -16.8174 28972.9 0.4729
52.5401 -27771.9 -16.2071 27771.9 0.473
50.2959 -26568.5 -15.5893 26568.5 0.4731
48.0458 -25362.8 -14.9742 25362.8 0.4732
45.7894 -24154.8 -14.3516 24154.8 0.4733
43.5287 -22944.7 -13.7321 22944.7 0.4734
41.2619 -21732.5 -13.105 21732.5 0.4735
38.9913 -20518.4 -12.4811 20518.4 0.4736
36.7145 -19302.4 -11.8498 19302.4 0.4737
34.4353 -18084.7 -11.222 18084.7 0.4738
32.151 -16865.3 -10.5868 16865.3 0.4739
29.8628 -15644.3 -9.95552 15644.3 0.474
27.5705 -14421.8 -9.317 14421.8 0.4741
25.2753 -13198 -8.68268 13198 0.4742
22.9765 -11972.8 -8.04122 11972.8 0.4743
20.6755 -10746.5 -7.40419 10746.5 0.4744
18.3711 -9519.05 -6.76022 9519.05 0.4745
16.0647 -8290.65 -6.1209 8290.65 0.4746
13.756 -7061.33 -5.47471 7061.33 0.4747
11.4457 -5831.24 -4.83346 5831.24 0.4748
9.13359 -4600.43 -4.18537 4600.43 0.4749
6.82038 -3369.04 -3.54257 3369.04 0.475
4.50592 -2137.14 -2.89311 2137.14 0.4751
2.19075 -904.848 -2.24918 904.848 0.4752
-0.125254 327.756 -1.59879 -327.756 0.4753
-2.44135 1560.54 -0.954133 -1560.54 0.4754
-4.75784 2793.45 -0.303273 -2793.45 0.4755
-7.07395 4026.33 0.341616 -4026.33 0.4756
-9.38985 5259.14 0.992634 -5259.14 0.4757
-11.7049 6491.73 1.63743 -6491.73 0.4758
-14.0191 7724.03 2.28822 -7724.03 0.4759
-16.332 8955.92 2.93247 -8955.92 0.476
-18.6437 10187.3 3.58255 -10187.3 0.4761
-20.9532 11418.1 4.22588 -11418.1 0.4762
-23.2613 12648.2 4.87489 -12648.2 0.4763
-25.5668 13877.5 5.51689 -13877.5 0.4764
-27.8699 15105.9 6.16447 -15105.9 0.4765
-30.17 16333.3 6.80478 -16333.3 0.4766
-32.4672 17559.6 7.4504 -17559.6 0.4767
-34.7622 18784.7 8.0885 -18784.7 0.4768
-37.0526 20008.5 8.7317 -20008.5 0.4769
-39.339 21230.9 9.36729 -21230.9 0.477
-41.6221 22451.9 10.0078 -22451.9 0.4771
-43.9002 23671.2 10.6404 -23671.2 0.4772
-46.1738 24888.9 11.2779 -24888.9 0.4773
-48.4426 26104.7 11.9073 -26104.7 0.4774
-50.7077 27318.7 12.5412 -27318.7 0.4775
-52.9667 28530.7 13.1666 -28530.7 0.4776
-55.222 29740.6 13.7965 -29740.6 0.4777
-57.4694 30948.3 14.4178 -30948.3 0.4778
-59.711 32153.8 15.0436 -32153.8 0.4779
-61.9452 33356.9 15.6611 -33356.9 0.478
-64.1762 34557.5 16.2821 -34557.5 0.4781
-66.398 35755.6 16.8944 -35755.6 0.4782
-68.6136 36951.1 17.5104 -36951.1 0.4783
-70.8213 38143.8 18.1174 -38143.8 0.4784
-73.0239 39333.6 18.728 -39333.6 0.4785
-75.217 40520.6 19.3295 -40520.6 0.4786
-77.4018 41704.5 19.9345 -41704.5 0.4787
-79.58 42885.3 20.5302 -42885.3 0.4788
-81.7486 44063 21.1291 -44063 0.4789
-83.9074 45237.3 21.7187 -45237.3 0.479
-86.0588 46408.2 22.3114 -46408.2 0.4791
-88.2031 47575.7 22.8938 -47575.7 0.4792
-90.3363 48739.7 23.4796 -48739.7 0.4793
-92.4587 49899.9 24.0557 -49899.9 0.4794
