sfxUp sfyUp sfxLow sfyLow time
-235.528 153802 46.4833 -153802 1.1986
-235.043 153690 46.2923 -153690 1.1987
-234.549 153572 46.102 -153572 1.1988
-234.047 153448 45.9077 -153448 1.1989
-233.54 153319 45.7131 -153319 1.199
-233.027 153184 45.5155 -153184 1.1991
-232.505 153044 45.3173 -153044 1.1992
-231.977 152898 45.1199 -152898 1.1993
-231.436 152747 44.9225 -152747 1.1994
-230.897 152591 44.7249 -152591 1.1995
-230.346 152428 44.5268 -152428 1.1996
-229.79 152261 44.329 -152261 1.1997
-229.224 152088 44.1308 -152088 1.1998
-228.652 151910 43.9301 -151910 1.1999
-228.071 151727 43.7299 -151727 1.2
-227.486 151538 43.5284 -151538 1.2001
-226.896 151344 43.3273 -151344 1.2002
-226.299 151145 43.1246 -151145 1.2003
-225.695 150941 42.9227 -150941 1.2004
-225.087 150731 42.7187 -150731 1.2005
-224.47 150516 42.5156 -150516 1.2006
-223.85 150297 42.3116 -150297 1.2007
-223.225 150072 42.1085 -150072 1.2008
-222.589 149843 41.9014 -149843 1.2009
-221.946 149609 41.6966 -149609 1.201
-221.302 149370 41.4927 -149370 1.2011
-220.647 149126 41.2867 -149126 1.2012
-219.99 148876 41.084 -148876 1.2013
-219.331 148622 40.8778 -148622 1.2014
-218.663 148362 40.6725 -148362 1.2015
-217.993 148098 40.4654 -148098 1.2016
-217.316 147828 40.2603 -147828 1.2017
-216.636 147554 40.0539 -147554 1.2018
-215.948 147275 39.8509 -147275 1.2019
-215.252 146991 39.6439 -146991 1.202
-214.556 146702 39.4404 -146702 1.2021
-213.853 146409 39.2321 -146409 1.2022
-213.144 146110 39.0264 -146110 1.2023
-212.431 145808 38.8184 -145808 1.2024
-211.714 145500 38.6131 -145500 1.2025
-210.992 145188 38.4051 -145188 1.2026
-210.267 144871 38.1997 -144871 1.2027
-209.534 144550 37.9909 -144550 1.2028
-208.798 144224 37.7866 -144224 1.2029
-208.056 143894 37.5798 -143894 1.203
-207.313 143559 37.3748 -143559 1.2031
-206.564 143219 37.1668 -143219 1.2032
-205.81 142875 36.9621 -142875 1.2033
-205.054 142527 36.7535 -142527 1.2034
-204.295 142174 36.5472 -142174 1.2035
-203.53 141817 36.3391 -141817 1.2036
-202.761 141456 36.1329 -141456 1.2037
-201.988 141090 35.9256 -141090 1.2038
-201.209 140720 35.7225 -140720 1.2039
-200.427 140346 35.5171 -140346 1.204
-199.643 139967 35.3136 -139967 1.2041
-198.856 139584 35.1088 -139584 1.2042
-198.087 139197 34.9041 -139197 1.2043
-197.304 138806 34.6942 -138806 1.2044
-196.514 138410 34.4861 -138410 1.2045
-195.72 138011 34.2751 -138011 1.2046
-194.915 137607 34.0692 -137607 1.2047
-194.107 137200 33.8626 -137200 1.2048
-193.29 136788 33.6606 -136788 1.2049
-192.472 136372 33.4565 -136372 1.205
-191.648 135952 33.2553 -135952 1.2051
-190.823 135528 33.0519 -135528 1.2052
-189.992 135100 32.8513 -135100 1.2053
-189.16 134668 32.6482 -134668 1.2054
-188.323 134232 32.4473 -134232 1.2055
-187.487 133793 32.2432 -133793 1.2056
-186.646 133349 32.0412 -133349 1.2057
-185.804 132901 31.8373 -132901 1.2058
-184.959 132450 31.6365 -132450 1.2059
-184.113 131995 31.4334 -131995 1.206
-183.262 131536 31.2345 -131536 1.2061
-182.41 131073 31.0335 -131073 1.2062
-181.554 130607 30.8351 -130607 1.2063
-180.695 130137 30.6352 -130137 1.2064
-179.834 129663 30.4375 -129663 1.2065
-178.97 129185 30.238 -129185 1.2066
-178.101 128704 30.0409 -128704 1.2067
-177.232 128219 29.8417 -128219 1.2068
-176.359 127731 29.644 -127731 1.2069
-175.485 127239 29.4448 -127239 1.207
-174.609 126743 29.248 -126743 1.2071
-173.731 126244 29.05 -126244 1.2072
-172.849 125741 28.8542 -125741 1.2073
-171.967 125235 28.6577 -125235 1.2074
-171.081 124725 28.4631 -124725 1.2075
-170.193 124213 28.2671 -124213 1.2076
-169.303 123696 28.0728 -123696 1.2077
-168.412 123176 27.8769 -123176 1.2078
-167.519 122653 27.6825 -122653 1.2079
-166.627 122126 27.4873 -122126 1.208
-165.729 121596 27.2936 -121596 1.2081
-164.831 121063 27.0991 -121063 1.2082
-163.928 120526 26.9071 -120526 1.2083
-163.025 119986 26.7141 -119986 1.2084
-162.118 119443 26.5242 -119443 1.2085
-161.211 118897 26.3333 -118897 1.2086
-160.301 118347 26.1442 -118347 1.2087
-159.39 117794 25.9543 -117794 1.2088
-158.476 117238 25.7652 -117238 1.2089
-157.562 116679 25.5753 -116679 1.209
-156.644 116117 25.3873 -116117 1.2091
-155.727 115551 25.1978 -115551 1.2092
-154.806 114983 25.0099 -114983 1.2093
-153.885 114411 24.8211 -114411 1.2094
-152.96 113837 24.6343 -113837 1.2095
-152.036 113259 24.4465 -113259 1.2096
-151.11 112679 24.2605 -112679 1.2097
-150.183 112095 24.0741 -112095 1.2098
-149.253 111509 23.8895 -111509 1.2099
-148.323 110919 23.704 -110919 1.21
-147.39 110327 23.5207 -110327 1.2101
-146.457 109732 23.3359 -109732 1.2102
-145.521 109134 23.1527 -109134 1.2103
-144.586 108533 22.9686 -108533 1.2104
-143.648 107929 22.7859 -107929 1.2105
-142.711 107322 22.602 -107322 1.2106
-141.776 106714 22.4207 -106714 1.2107
-140.833 106103 22.2384 -106103 1.2108
-139.891 105488 22.0573 -105488 1.2109
-138.951 104871 21.875 -104871 1.211
-138.006 104251 21.6949 -104251 1.2111
-137.057 103629 21.5162 -103629 1.2112
-136.113 103003 21.3388 -103003 1.2113
-135.162 102375 21.1611 -102375 1.2114
-134.211 101744 20.9852 -101744 1.2115
-133.265 101111 20.8063 -101111 1.2116
-132.314 100474 20.6285 -100474 1.2117
-131.364 99835.7 20.45 -99835.7 1.2118
-130.412 99194.4 20.2738 -99194.4 1.2119
-129.458 98550.7 20.0962 -98550.7 1.212
-128.503 97904.4 19.9205 -97904.4 1.2121
-127.548 97255.8 19.7442 -97255.8 1.2122
-126.592 96604.5 19.5692 -96604.5 1.2123
-125.637 95951 19.3951 -95951 1.2124
-124.677 95294.8 19.2213 -95294.8 1.2125
-123.716 94636.5 19.0496 -94636.5 1.2126
-122.758 93975.6 18.8765 -93975.6 1.2127
-121.796 93312.5 18.7054 -93312.5 1.2128
-120.835 92646.9 18.5329 -92646.9 1.2129
-119.875 91979.2 18.3606 -91979.2 1.213
-118.912 91309 18.1887 -91309 1.2131
-117.947 90636.7 18.0175 -90636.7 1.2132
-116.983 89961.9 17.8466 -89961.9 1.2133
-116.017 89285.1 17.6754 -89285.1 1.2134
-115.052 88605.9 17.5048 -88605.9 1.2135
-114.086 87924.7 17.3362 -87924.7 1.2136
-113.117 87241.2 17.1668 -87241.2 1.2137
-112.148 86555.6 16.9971 -86555.6 1.2138
-111.18 85867.7 16.828 -85867.7 1.2139
-110.212 85177.9 16.6605 -85177.9 1.214
-109.244 84485.9 16.4929 -84485.9 1.2141
-108.276 83791.9 16.3255 -83791.9 1.2142
-107.302 83095.7 16.1607 -83095.7 1.2143
-106.332 82397.6 15.9945 -82397.6 1.2144
-105.358 81697.4 15.83 -81697.4 1.2145
-104.384 80995.3 15.6635 -80995.3 1.2146
-103.41 80291 15.4999 -80291 1.2147
-102.44 79585 15.334 -79585 1.2148
-101.464 78876.9 15.1714 -78876.9 1.2149
-100.489 78167 15.0055 -78167 1.215
-99.5125 77455 14.8411 -77455 1.2151
-98.5377 76741.4 14.6768 -76741.4 1.2152
-97.5591 76025.7 14.5146 -76025.7 1.2153
-96.5811 75308.3 14.3511 -75308.3 1.2154
-95.6023 74589 14.1897 -74589 1.2155
-94.6096 73863.3 14.0282 -73863.3 1.2156
-93.6161 73137.2 13.8803 -73137.2 1.2157
-92.6256 72410.9 13.7349 -72410.9 1.2158
-91.6316 71683.1 13.5844 -71683.1 1.2159
-90.6417 70954.8 13.434 -70954.8 1.216
-89.6524 70224.6 13.2787 -70224.6 1.2161
-88.6661 69493.5 13.1235 -69493.5 1.2162
-87.6826 68760.4 12.9648 -68760.4 1.2163
-86.7016 68026 12.8066 -68026 1.2164
-85.7218 67289.7 12.647 -67289.7 1.2165
-84.7439 66552 12.4878 -66552 1.2166
-83.7656 65812.6 12.3278 -65812.6 1.2167
-82.7858 65071.7 12.1686 -65071.7 1.2168
-81.8082 64329.2 12.0092 -64329.2 1.2169
-80.8306 63585.2 11.8502 -63585.2 1.217
-79.8519 62839.6 11.6916 -62839.6 1.2171
-78.8725 62092.6 11.5335 -62092.6 1.2172
-77.8907 61344.1 11.3763 -61344.1 1.2173
-76.9091 60594.1 11.2187 -60594.1 1.2174
-75.9268 59842.7 11.0623 -59842.7 1.2175
-74.9447 59089.9 10.9057 -59089.9 1.2176
-73.9618 58335.7 10.7505 -58335.7 1.2177
-72.979 57580.1 10.5946 -57580.1 1.2178
-71.9959 56823.2 10.4402 -56823.2 1.2179
-71.0124 56064.9 10.285 -56064.9 1.218
-70.0284 55305.3 10.131 -55305.3 1.2181
-69.0449 54544.5 9.9763 -54544.5 1.2182
-68.0597 53782.3 9.82294 -53782.3 1.2183
-67.0759 53019 9.66922 -53019 1.2184
-66.0914 52254.3 9.51614 -52254.3 1.2185
-65.1071 51488.5 9.36278 -51488.5 1.2186
-64.122 50721.4 9.21003 -50721.4 1.2187
-63.1368 49953.3 9.05735 -49953.3 1.2188
-62.1512 49183.8 8.90533 -49183.8 1.2189
-61.1664 48413.4 8.75269 -48413.4 1.219
-60.1809 47641.7 8.60107 -47641.7 1.2191
-59.1965 46869 8.44901 -46869 1.2192
-58.2103 46095.2 8.29788 -46095.2 1.2193
-57.2247 45320.4 8.14654 -45320.4 1.2194
-56.2382 44544.4 7.99564 -44544.4 1.2195
-55.2518 43767.5 7.84438 -43767.5 1.2196
-54.2653 42989.5 7.69434 -42989.5 1.2197
-53.2796 42210.7 7.54359 -42210.7 1.2198
-52.2923 41430.7 7.39351 -41430.7 1.2199
-51.306 40650 7.24342 -40650 1.22
-50.3184 39868.2 7.09418 -39868.2 1.2201
-49.3323 39085.6 6.94432 -39085.6 1.2202
-48.3451 38302 6.79556 -38302 1.2203
-47.3582 37517.6 6.64585 -37517.6 1.2204
-46.3707 36732.3 6.49744 -36732.3 1.2205
-45.3836 35946.3 6.34839 -35946.3 1.2206
-44.3958 35159.3 6.20049 -35159.3 1.2207
-43.4081 34371.7 6.05187 -34371.7 1.2208
-42.4205 33583.2 5.90468 -33583.2 1.2209
-41.4329 32794 5.75592 -32794 1.221
-40.4455 32004 5.60912 -32004 1.2211
-39.4582 31213.4 5.46072 -31213.4 1.2212
-38.4697 30422 5.31339 -30422 1.2213
-37.4814 29630 5.1658 -29630 1.2214
-36.4926 28837.3 5.01924 -28837.3 1.2215
-35.5041 28044 4.87179 -28044 1.2216
-34.5155 27250 4.72577 -27250 1.2217
-33.5273 26455.5 4.57855 -26455.5 1.2218
-32.5386 25660.3 4.43283 -25660.3 1.2219
-31.5513 24864.7 4.28647 -24864.7 1.222
-30.5637 24068.4 4.14063 -24068.4 1.2221
-29.576 23271.7 3.99388 -23271.7 1.2222
-28.5879 22474.4 3.8486 -22474.4 1.2223
-27.5994 21676.7 3.70232 -21676.7 1.2224
-26.6105 20878.4 3.55743 -20878.4 1.2225
-25.6217 20079.9 3.41146 -20079.9 1.2226
-24.6325 19280.7 3.26691 -19280.7 1.2227
-23.6429 18481.3 3.12081 -18481.3 1.2228
-22.6537 17681.4 2.97697 -17681.4 1.2229
-21.665 16881.2 2.83133 -16881.2 1.223
-20.6759 16080.5 2.68747 -16080.5 1.2231
-19.6868 15279.7 2.54199 -15279.7 1.2232
-18.6977 14478.3 2.39825 -14478.3 1.2233
-17.7089 13676.9 2.25314 -13676.9 1.2234
-16.72 12875 2.10963 -12875 1.2235
-15.7311 12073 1.96471 -12073 1.2236
-14.7419 11270.6 1.82105 -11270.6 1.2237
-13.7528 10468.2 1.67628 -10468.2 1.2238
-12.7635 9665.41 1.533 -9665.41 1.2239
-11.7744 8862.58 1.38841 -8862.58 1.224
-10.7849 8059.46 1.2453 -8059.46 1.2241
-9.79574 7256.32 1.10092 -7256.32 1.2242
-8.80634 6452.94 0.95803 -6452.94 1.2243
-7.81713 5649.58 0.813868 -5649.58 1.2244
-6.8276 4846.02 0.67116 -4846.02 1.2245
-5.83826 4042.51 0.527132 -4042.51 1.2246
-4.84882 3238.83 0.38464 -3238.83 1.2247
-3.85954 2435.25 0.240716 -2435.25 1.2248
-2.87008 1631.54 0.0982183 -1631.54 1.2249
-1.88078 827.96 -0.0456719 -827.96 1.225
-0.891031 24.2887 -0.188254 -24.2887 1.2251
0.0985044 -779.209 -0.331983 779.209 1.2252
1.08789 -1582.76 -0.474235 1582.76 1.2253
2.07692 -2386.11 -0.617997 2386.11 1.2254
3.06605 -3189.46 -0.760311 3189.46 1.2255
4.05505 -3992.58 -0.903962 3992.58 1.2256
5.04432 -4795.67 -1.04627 4795.67 1.2257
6.03339 -5598.47 -1.18988 5598.47 1.2258
7.02276 -6401.21 -1.33211 6401.21 1.2259
8.012 -7203.64 -1.47568 7203.64 1.226
9.00141 -8005.96 -1.61785 8005.96 1.2261
9.99067 -8807.92 -1.76137 8807.92 1.2262
10.9801 -9609.74 -1.90351 9609.74 1.2263
11.9694 -10411.2 -2.04697 10411.2 1.2264
12.9587 -11212.4 -2.18914 11212.4 1.2265
13.9477 -12013.2 -2.33258 12013.2 1.2266
14.9371 -12813.8 -2.47477 12813.8 1.2267
15.926 -13614 -2.61818 13614 1.2268
16.9156 -14413.8 -2.76047 14413.8 1.2269
17.9047 -15213.2 -2.90385 15213.2 1.227
18.8941 -16012.3 -3.04606 16012.3 1.2271
19.8833 -16810.8 -3.18951 16810.8 1.2272
20.8724 -17609 -3.33183 17609 1.2273
21.8613 -18406.6 -3.4753 18406.6 1.2274
22.8505 -19203.9 -3.61765 19203.9 1.2275
23.8395 -20000.5 -3.76114 20000.5 1.2276
24.8286 -20796.7 -3.90369 20796.7 1.2277
25.8176 -21592.3 -4.04731 21592.3 1.2278
26.8072 -22387.4 -4.19002 22387.4 1.2279
27.7957 -23181.8 -4.33341 23181.8 1.228
28.7844 -23975.7 -4.47625 23975.7 1.2281
29.773 -24768.9 -4.61995 24768.9 1.2282
30.7617 -25561.6 -4.76275 25561.6 1.2283
31.7502 -26353.5 -4.90665 26353.5 1.2284
32.739 -27144.9 -5.04958 27144.9 1.2285
33.7274 -27935.4 -5.19366 27935.4 1.2286
34.7161 -28725.4 -5.33686 28725.4 1.2287
35.7043 -29514.5 -5.4808 29514.5 1.2288
36.693 -30302.9 -5.62404 30302.9 1.2289
37.6815 -31090.5 -5.76834 31090.5 1.229
38.6701 -31877.4 -5.91171 31877.4 1.2291
39.6582 -32663.4 -6.05615 32663.4 1.2292
40.6464 -33448.6 -6.19968 33448.6 1.2293
41.6344 -34233 -6.3443 34233 1.2294
42.6223 -35016.5 -6.4882 35016.5 1.2295
43.6099 -35799.1 -6.63301 35799.1 1.2296
44.5978 -36580.9 -6.77722 36580.9 1.2297
45.5854 -37361.6 -6.92221 37361.6 1.2298
46.5731 -38141.5 -7.06656 38141.5 1.2299
47.5607 -38920.4 -7.21167 38920.4 1.23
48.5482 -39698.4 -7.35644 39698.4 1.2301
49.5353 -40475.2 -7.50175 40475.2 1.2302
50.5224 -41251.2 -7.64662 41251.2 1.2303
51.5091 -42026 -7.79229 42026 1.2304
52.4955 -42799.9 -7.93758 42799.9 1.2305
53.4823 -43572.6 -8.0834 43572.6 1.2306
54.4692 -44344.3 -8.22913 44344.3 1.2307
55.4557 -45114.9 -8.37519 45114.9 1.2308
56.4422 -45884.3 -8.52091 45884.3 1.2309
57.4281 -46652.6 -8.66724 46652.6 1.231
58.4138 -47419.8 -8.81334 47419.8 1.2311
59.3999 -48185.6 -8.96003 48185.6 1.2312
60.3856 -48950.4 -9.10671 48950.4 1.2313
61.3715 -49713.9 -9.25332 49713.9 1.2314
62.3568 -50476.2 -9.39993 50476.2 1.2315
63.3421 -51237.2 -9.54742 51237.2 1.2316
64.3275 -51997 -9.69415 51997 1.2317
65.3119 -52755.4 -9.84189 52755.4 1.2318
66.2961 -53512.5 -9.98928 53512.5 1.2319
67.2804 -54268.3 -10.137 54268.3 1.232
68.2638 -55022.7 -10.2847 55022.7 1.2321
69.2472 -55775.8 -10.4332 55775.8 1.2322
70.2309 -56527.5 -10.5817 56527.5 1.2323
71.2146 -57277.7 -10.7304 57277.7 1.2324
72.1973 -58026.6 -10.8791 58026.6 1.2325
73.1801 -58773.9 -11.0281 58773.9 1.2326
74.1626 -59519.9 -11.177 59519.9 1.2327
75.1451 -60264.3 -11.3267 60264.3 1.2328
76.1265 -61007.2 -11.4767 61007.2 1.2329
77.1086 -61748.6 -11.6269 61748.6 1.233
78.09 -62488.5 -11.777 62488.5 1.2331
79.0718 -63226.7 -11.9277 63226.7 1.2332
80.0534 -63963.5 -12.0784 63963.5 1.2333
81.0354 -64698.6 -12.2296 64698.6 1.2334
82.0153 -65432.1 -12.381 65432.1 1.2335
82.9945 -66163.9 -12.533 66163.9 1.2336
83.9743 -66894.2 -12.6844 66894.2 1.2337
84.9535 -67622.7 -12.8366 67622.7 1.2338
85.9332 -68349.6 -12.9885 68349.6 1.2339
86.9121 -69074.7 -13.1413 69074.7 1.234
87.8908 -69798.1 -13.2939 69798.1 1.2341
88.8681 -70519.7 -13.447 70519.7 1.2342
89.8452 -71239.6 -13.6002 71239.6 1.2343
90.8221 -71957.7 -13.7536 71957.7 1.2344
91.798 -72674 -13.9072 72674 1.2345
92.7742 -73388.4 -14.0617 73388.4 1.2346
93.751 -74101.1 -14.2157 74101.1 1.2347
94.7274 -74811.8 -14.3703 74811.8 1.2348
95.7034 -75520.7 -14.5252 75520.7 1.2349
96.6764 -76227.7 -14.6809 76227.7 1.235
97.651 -76932.7 -14.8367 76932.7 1.2351
98.6235 -77635.8 -14.993 77635.8 1.2352
99.5975 -78337 -15.149 78337 1.2353
100.572 -79036.2 -15.3056 79036.2 1.2354
101.545 -79733.4 -15.4621 79733.4 1.2355
102.518 -80428.5 -15.6195 80428.5 1.2356
103.489 -81121.7 -15.7764 81121.7 1.2357
104.458 -81812.8 -15.934 81812.8 1.2358
105.427 -82501.8 -16.0918 82501.8 1.2359
106.397 -83188.7 -16.2497 83188.7 1.236
107.366 -83873.6 -16.4082 83873.6 1.2361
108.334 -84556.2 -16.5671 84556.2 1.2362
109.299 -85236.8 -16.7261 85236.8 1.2363
110.266 -85915.2 -16.885 85915.2 1.2364
111.233 -86591.4 -17.0444 86591.4 1.2365
112.199 -87265.3 -17.2046 87265.3 1.2366
113.183 -87942.6 -17.3601 87942.6 1.2367
114.164 -88615.8 -17.5016 88615.8 1.2368
115.143 -89285.3 -17.6422 89285.3 1.2369
116.125 -89952.1 -17.7907 89952.1 1.237
117.102 -90615.3 -17.9391 90615.3 1.2371
118.076 -91276.3 -18.0966 91276.3 1.2372
119.046 -91934.4 -18.2541 91934.4 1.2373
120.015 -92590.3 -18.4163 92590.3 1.2374
120.975 -93243.5 -18.5763 93243.5 1.2375
121.936 -93894.4 -18.7398 93894.4 1.2376
122.892 -94542.9 -18.9029 94542.9 1.2377
123.844 -95188.9 -19.0679 95188.9 1.2378
124.797 -95832.6 -19.2334 95832.6 1.2379
125.749 -96473.7 -19.3984 96473.7 1.238
126.697 -97112.4 -19.5646 97112.4 1.2381
127.647 -97748.6 -19.7313 97748.6 1.2382
128.597 -98382.3 -19.8977 98382.3 1.2383
129.547 -99013.4 -20.064 99013.4 1.2384
130.495 -99642 -20.2325 99642 1.2385
131.444 -100268 -20.401 100268 1.2386
132.391 -100891 -20.5699 100891 1.2387
133.34 -101512 -20.7363 101512 1.2388
134.289 -102130 -20.9027 102130 1.2389
135.233 -102746 -21.0684 102746 1.239
136.174 -103358 -21.2371 103358 1.2391
137.117 -103968 -21.4051 103968 1.2392
138.058 -104576 -21.5741 104576 1.2393
139.002 -105180 -21.7415 105180 1.2394
139.939 -105782 -21.9122 105782 1.2395
140.872 -106381 -22.0837 106381 1.2396
141.806 -106977 -22.2574 106977 1.2397
142.74 -107571 -22.4306 107571 1.2398
143.676 -108161 -22.604 108161 1.2399
144.607 -108749 -22.7753 108749 1.24
145.538 -109334 -22.9492 109334 1.2401
146.465 -109916 -23.124 109916 1.2402
147.392 -110495 -23.2993 110495 1.2403
148.319 -111071 -23.4748 111071 1.2404
149.243 -111644 -23.6504 111644 1.2405
150.166 -112214 -23.8262 112214 1.2406
151.087 -112781 -24.0023 112781 1.2407
152.007 -113345 -24.178 113345 1.2408
152.925 -113907 -24.3545 113907 1.2409
153.842 -114465 -24.5318 114465 1.241
154.757 -115019 -24.7097 115019 1.2411
155.673 -115571 -24.8884 115571 1.2412
156.583 -116120 -25.0672 116120 1.2413
157.493 -116666 -25.2464 116666 1.2414
158.4 -117208 -25.4257 117208 1.2415
159.305 -117747 -25.606 117747 1.2416
160.208 -118283 -25.7857 118283 1.2417
161.112 -118816 -25.9651 118816 1.2418
162.013 -119346 -26.1448 119346 1.2419
162.913 -119872 -26.3248 119872 1.242
163.807 -120395 -26.5056 120395 1.2421
164.701 -120915 -26.6874 120915 1.2422
165.593 -121432 -26.8699 121432 1.2423
166.482 -121945 -27.0534 121945 1.2424
167.371 -122454 -27.2363 122454 1.2425
168.26 -122959 -27.4223 122959 1.2426
169.144 -123462 -27.6055 123462 1.2427
170.023 -123961 -27.7916 123961 1.2428
170.9 -124456 -27.9767 124456 1.2429
171.776 -124949 -28.1632 124949 1.243
172.648 -125438 -28.349 125438 1.2431
173.519 -125923 -28.5362 125923 1.2432
174.388 -126405 -28.7231 126405 1.2433
175.254 -126884 -28.9098 126884 1.2434
176.118 -127359 -29.0979 127359 1.2435
176.98 -127831 -29.2856 127831 1.2436
177.84 -128298 -29.4743 128298 1.2437
178.697 -128763 -29.6639 128763 1.2438
179.549 -129223 -29.8539 129223 1.2439
180.401 -129680 -30.0428 129680 1.244
181.25 -130133 -30.2326 130133 1.2441
182.096 -130583 -30.4218 130583 1.2442
182.939 -131029 -30.6122 131029 1.2443
183.782 -131471 -30.801 131471 1.2444
184.62 -131909 -30.9911 131909 1.2445
185.455 -132343 -31.1815 132343 1.2446
186.287 -132774 -31.3731 132774 1.2447
187.114 -133201 -31.5661 133201 1.2448
187.938 -133624 -31.7602 133624 1.2449
188.763 -134043 -31.9541 134043 1.245
189.582 -134458 -32.1488 134458 1.2451
190.398 -134869 -32.3438 134869 1.2452
191.209 -135276 -32.5388 135276 1.2453
192.019 -135680 -32.7332 135680 1.2454
192.824 -136079 -32.9286 136079 1.2455
193.627 -136474 -33.1235 136474 1.2456
194.425 -136866 -33.3191 136866 1.2457
195.222 -137253 -33.5145 137253 1.2458
196.014 -137636 -33.7111 137636 1.2459
196.803 -138015 -33.9077 138015 1.246
197.587 -138390 -34.1051 138390 1.2461
198.368 -138761 -34.3021 138761 1.2462
199.144 -139128 -34.499 139128 1.2463
199.917 -139490 -34.6958 139490 1.2464
200.685 -139849 -34.8922 139849 1.2465
201.451 -140203 -35.0885 140203 1.2466
202.214 -140552 -35.2848 140552 1.2467
202.971 -140898 -35.4811 140898 1.2468
203.724 -141239 -35.6784 141239 1.2469
204.474 -141576 -35.8758 141576 1.247
205.219 -141909 -36.0749 141909 1.2471
205.959 -142237 -36.2746 142237 1.2472
206.693 -142561 -36.475 142561 1.2473
207.396 -142880 -36.6772 142880 1.2474
208.107 -143195 -36.8823 143195 1.2475
208.815 -143505 -37.088 143505 1.2476
209.526 -143811 -37.2909 143811 1.2477
210.235 -144113 -37.493 144113 1.2478
210.943 -144410 -37.6931 144410 1.2479
211.651 -144702 -37.8926 144702 1.248
212.353 -144990 -38.091 144990 1.2481
213.052 -145273 -38.2898 145273 1.2482
213.744 -145552 -38.489 145552 1.2483
214.433 -145826 -38.6879 145826 1.2484
215.114 -146096 -38.8859 146096 1.2485
215.79 -146361 -39.0857 146361 1.2486
216.458 -146621 -39.2846 146621 1.2487
217.124 -146876 -39.4842 146876 1.2488
217.783 -147127 -39.6825 147127 1.2489
218.437 -147372 -39.8814 147372 1.249
219.084 -147614 -40.0795 147614 1.2491
219.726 -147850 -40.2801 147850 1.2492
220.362 -148081 -40.4806 148081 1.2493
220.993 -148308 -40.6803 148308 1.2494
221.616 -148529 -40.8814 148529 1.2495
222.237 -148746 -41.0824 148746 1.2496
222.852 -148958 -41.2809 148958 1.2497
223.458 -149165 -41.4811 149165 1.2498
224.058 -149367 -41.6797 149367 1.2499
224.655 -149563 -41.8784 149563 1.25
225.244 -149755 -42.0759 149755 1.2501
225.827 -149942 -42.2736 149942 1.2502
226.404 -150124 -42.4719 150124 1.2503
226.975 -150300 -42.6691 150300 1.2504
227.541 -150472 -42.8654 150472 1.2505
228.099 -150638 -43.0612 150638 1.2506
228.656 -150798 -43.2572 150798 1.2507
229.204 -150953 -43.4541 150953 1.2508
229.747 -151103 -43.6451 151103 1.2509
230.278 -151248 -43.8372 151248 1.251
230.802 -151388 -44.0274 151388 1.2511
231.317 -151523 -44.2193 151523 1.2512
231.825 -151652 -44.4106 151652 1.2513
232.328 -151776 -44.6045 151776 1.2514
232.822 -151895 -44.7964 151895 1.2515
233.309 -152009 -44.9889 152009 1.2516
233.79 -152117 -45.1798 152117 1.2517
234.26 -152220 -45.372 152220 1.2518
234.727 -152317 -45.5611 152317 1.2519
235.185 -152409 -45.75 152409 1.252
235.639 -152495 -45.9366 152495 1.2521
236.08 -152576 -46.1239 152576 1.2522
236.513 -152651 -46.3101 152651 1.2523
236.943 -152721 -46.4946 152721 1.2524
237.36 -152785 -46.6807 152785 1.2525
237.776 -152843 -46.8643 152843 1.2526
238.181 -152896 -47.0465 152896 1.2527
238.576 -152943 -47.2273 152943 1.2528
238.962 -152984 -47.4081 152984 1.2529
239.341 -153020 -47.586 153020 1.253
239.713 -153050 -47.7627 153050 1.2531
240.072 -153074 -47.9389 153074 1.2532
240.423 -153093 -48.1152 153093 1.2533
240.764 -153105 -48.2903 153105 1.2534
241.097 -153112 -48.4645 153112 1.2535
241.422 -153113 -48.638 153113 1.2536
241.736 -153108 -48.8116 153108 1.2537
242.046 -153097 -48.984 153097 1.2538
242.342 -153080 -49.1554 153080 1.2539
242.631 -153057 -49.3246 153057 1.254
242.915 -153028 -49.4917 153028 1.2541
243.188 -152993 -49.6564 152993 1.2542
243.45 -152952 -49.82 152952 1.2543
243.703 -152906 -49.982 152906 1.2544
243.942 -152853 -50.143 152853 1.2545
244.174 -152793 -50.3038 152793 1.2546
244.396 -152728 -50.4623 152728 1.2547
244.61 -152657 -50.6203 152657 1.2548
244.813 -152579 -50.7752 152579 1.2549
245.006 -152496 -50.9292 152496 1.255
245.186 -152406 -51.0805 152406 1.2551
245.355 -152309 -51.2302 152309 1.2552
245.517 -152207 -51.3763 152207 1.2553
245.667 -152098 -51.5217 152098 1.2554
245.805 -151983 -51.6643 151983 1.2555
245.932 -151862 -51.8058 151862 1.2556
246.049 -151734 -51.9471 151734 1.2557
246.155 -151600 -52.0859 151600 1.2558
246.251 -151459 -52.2232 151459 1.2559
246.337 -151312 -52.358 151312 1.256
246.408 -151159 -52.4926 151159 1.2561
246.469 -150999 -52.6236 150999 1.2562
246.518 -150833 -52.7534 150833 1.2563
246.558 -150660 -52.88 150660 1.2564
246.589 -150481 -53.0028 150481 1.2565
246.607 -150295 -53.1246 150295 1.2566
246.611 -150102 -53.2441 150102 1.2567
246.603 -149903 -53.3605 149903 1.2568
246.582 -149698 -53.4748 149698 1.2569
246.552 -149485 -53.5882 149485 1.257
246.508 -149266 -53.6976 149266 1.2571
246.453 -149041 -53.8047 149041 1.2572
246.382 -148808 -53.9097 148808 1.2573
