visc ampFrac rslFrac vel
3.62000e+00 7.00000e-01 1.30000e+00 -1.67583e-01
3.62000e+00 5.00000e-01 1.30000e+00 -8.44411e-02
8.00000e-02 8.00000e-01 1.30000e+00 5.90787e-01
8.00000e-02 4.00000e-01 1.30000e+00 9.09405e-03
8.00000e-02 6.00000e-01 1.30000e+00 1.46105e-01
8.00000e-02 7.00000e-01 1.30000e+00 3.58198e-01
8.00000e-02 5.00000e-01 1.30000e+00 4.46242e-02
1.00000e-02 8.00000e-01 1.30000e+00 1.50341e+00
1.00000e-02 4.00000e-01 1.30000e+00 7.08857e-02
1.00000e-02 6.00000e-01 1.30000e+00 7.28575e-01
1.00000e-02 7.00000e-01 1.30000e+00 1.18455e+00
1.00000e-02 5.00000e-01 1.30000e+00 3.37304e-01
1.51000e+00 8.00000e-01 1.30000e+00 -2.14231e-01
1.51000e+00 4.00000e-01 1.30000e+00 -6.06472e-02
1.51000e+00 6.00000e-01 1.30000e+00 -1.28359e-01
1.51000e+00 7.00000e-01 1.30000e+00 -1.68917e-01
1.51000e+00 5.00000e-01 1.30000e+00 -9.22313e-02
8.40000e-01 8.00000e-01 1.30000e+00 -1.76806e-01
8.40000e-01 4.00000e-01 1.30000e+00 -6.13442e-02
8.40000e-01 6.00000e-01 1.30000e+00 -1.19724e-01
8.40000e-01 7.00000e-01 1.30000e+00 -1.49220e-01
8.40000e-01 5.00000e-01 1.30000e+00 -8.97828e-02
2.00000e-02 8.00000e-01 1.30000e+00 1.39557e+00
2.00000e-02 4.00000e-01 1.30000e+00 8.38055e-02
2.00000e-02 6.00000e-01 1.30000e+00 6.49356e-01
2.00000e-02 7.00000e-01 1.30000e+00 9.54162e-01
2.00000e-02 5.00000e-01 1.30000e+00 2.99330e-01
3.00000e-02 8.00000e-01 1.30000e+00 1.19783e+00
3.00000e-02 4.00000e-01 1.30000e+00 6.37439e-02
3.00000e-02 6.00000e-01 1.30000e+00 5.20155e-01
3.00000e-02 7.00000e-01 1.30000e+00 8.39638e-01
3.00000e-02 5.00000e-01 1.30000e+00 2.29057e-01
1.50000e-01 8.00000e-01 1.30000e+00 9.72435e-02
1.50000e-01 4.00000e-01 1.30000e+00 -1.54550e-02
1.50000e-01 6.00000e-01 1.30000e+00 -1.30774e-02
1.50000e-01 7.00000e-01 1.30000e+00 2.79613e-02
1.50000e-01 5.00000e-01 1.30000e+00 -1.25395e-02
2.02000e+00 8.00000e-01 1.30000e+00 -2.26395e-01
2.02000e+00 4.00000e-01 1.30000e+00 -5.95984e-02
2.02000e+00 6.00000e-01 1.30000e+00 -1.29936e-01
2.02000e+00 7.00000e-01 1.30000e+00 -1.74340e-01
2.02000e+00 5.00000e-01 1.30000e+00 -9.17770e-02
1.00000e-01 8.00000e-01 1.30000e+00 4.40019e-01
1.00000e-01 4.00000e-01 1.30000e+00 -5.70546e-03
1.00000e-01 6.00000e-01 1.30000e+00 7.64129e-02
1.00000e-01 7.00000e-01 1.30000e+00 2.15735e-01
1.00000e-01 5.00000e-01 1.30000e+00 2.05460e-02
2.00000e-01 8.00000e-01 1.30000e+00 -2.34409e-02
2.00000e-01 4.00000e-01 1.30000e+00 -2.62234e-02
2.00000e-01 6.00000e-01 1.30000e+00 -3.43653e-02
2.00000e-01 7.00000e-01 1.30000e+00 -3.19281e-02
2.00000e-01 5.00000e-01 1.30000e+00 -3.09328e-02
5.00000e-02 8.00000e-01 1.30000e+00 9.24473e-01
5.00000e-02 4.00000e-01 1.30000e+00 3.21566e-02
5.00000e-02 6.00000e-01 1.30000e+00 3.28723e-01
5.00000e-02 7.00000e-01 1.30000e+00 6.14611e-01
5.00000e-02 5.00000e-01 1.30000e+00 1.21742e-01
6.30000e-01 8.00000e-01 1.30000e+00 -1.48769e-01
6.30000e-01 4.00000e-01 1.30000e+00 -5.77165e-02
6.30000e-01 6.00000e-01 1.30000e+00 -1.07831e-01
6.30000e-01 7.00000e-01 1.30000e+00 -1.30117e-01
6.30000e-01 5.00000e-01 1.30000e+00 -8.27419e-02
3.50000e-01 8.00000e-01 1.30000e+00 -9.24702e-02
3.50000e-01 4.00000e-01 1.30000e+00 -4.50841e-02
3.50000e-01 6.00000e-01 1.30000e+00 -7.42930e-02
3.50000e-01 7.00000e-01 1.30000e+00 -8.40027e-02
3.50000e-01 5.00000e-01 1.30000e+00 -6.05935e-02
2.70000e+00 8.00000e-01 1.30000e+00 -2.29515e-01
2.70000e+00 4.00000e-01 1.30000e+00 -5.74145e-02
2.70000e+00 6.00000e-01 1.30000e+00 -1.27699e-01
2.70000e+00 7.00000e-01 1.30000e+00 -1.73702e-01
2.70000e+00 5.00000e-01 1.30000e+00 -8.90868e-02
4.00000e-02 8.00000e-01 1.50000e+00 1.01779e+00
4.00000e-02 4.00000e-01 1.50000e+00 4.86524e-02
4.00000e-02 6.00000e-01 1.50000e+00 3.87544e-01
4.00000e-02 7.00000e-01 1.50000e+00 6.92518e-01
4.00000e-02 5.00000e-01 1.50000e+00 1.57980e-01
1.12000e+00 8.00000e-01 1.50000e+00 -1.54883e-01
1.12000e+00 4.00000e-01 1.50000e+00 -4.80459e-02
1.12000e+00 6.00000e-01 1.50000e+00 -9.85489e-02
1.12000e+00 7.00000e-01 1.50000e+00 -1.26624e-01
1.12000e+00 5.00000e-01 1.50000e+00 -7.18648e-02
2.60000e-01 8.00000e-01 1.50000e+00 -5.48746e-02
2.60000e-01 4.00000e-01 1.50000e+00 -2.73901e-02
2.60000e-01 6.00000e-01 1.50000e+00 -4.41462e-02
2.60000e-01 7.00000e-01 1.50000e+00 -5.34117e-02
2.60000e-01 5.00000e-01 1.50000e+00 -3.64377e-02
4.70000e-01 8.00000e-01 1.50000e+00 -9.95295e-02
4.70000e-01 4.00000e-01 1.50000e+00 -4.23317e-02
4.70000e-01 6.00000e-01 1.50000e+00 -7.69315e-02
4.70000e-01 7.00000e-01 1.50000e+00 -9.10781e-02
4.70000e-01 5.00000e-01 1.50000e+00 -6.01854e-02
6.00000e-02 8.00000e-01 1.50000e+00 7.61953e-01
6.00000e-02 4.00000e-01 1.50000e+00 2.74899e-02
6.00000e-02 6.00000e-01 1.50000e+00 2.33845e-01
6.00000e-02 7.00000e-01 1.50000e+00 4.86588e-01
6.00000e-02 5.00000e-01 1.50000e+00 8.33241e-02
3.62000e+00 8.00000e-01 1.50000e+00 -1.73976e-01
3.62000e+00 4.00000e-01 1.50000e+00 -4.20962e-02
3.62000e+00 6.00000e-01 1.50000e+00 -9.54030e-02
3.62000e+00 7.00000e-01 1.50000e+00 -1.31044e-01
3.62000e+00 5.00000e-01 1.50000e+00 -6.59756e-02
8.00000e-02 8.00000e-01 1.50000e+00 5.67987e-01
8.00000e-02 4.00000e-01 1.50000e+00 1.26042e-02
8.00000e-02 6.00000e-01 1.50000e+00 1.33311e-01
8.00000e-02 7.00000e-01 1.50000e+00 3.30213e-01
8.00000e-02 5.00000e-01 1.50000e+00 4.40290e-02
1.00000e-02 8.00000e-01 1.50000e+00 1.46240e+00
1.00000e-02 4.00000e-01 1.50000e+00 7.11004e-02
1.00000e-02 6.00000e-01 1.50000e+00 7.55728e-01
1.00000e-02 7.00000e-01 1.50000e+00 1.17853e+00
1.00000e-02 5.00000e-01 1.50000e+00 3.12239e-01
1.51000e+00 8.00000e-01 1.50000e+00 -1.66920e-01
1.51000e+00 4.00000e-01 1.50000e+00 -4.77545e-02
1.51000e+00 6.00000e-01 1.50000e+00 -1.00953e-01
1.51000e+00 7.00000e-01 1.50000e+00 -1.32581e-01
1.51000e+00 5.00000e-01 1.50000e+00 -7.22561e-02
8.40000e-01 8.00000e-01 1.50000e+00 -1.43386e-01
8.40000e-01 4.00000e-01 1.50000e+00 -4.95347e-02
8.40000e-01 6.00000e-01 1.50000e+00 -9.74509e-02
8.40000e-01 7.00000e-01 1.50000e+00 -1.21720e-01
8.40000e-01 5.00000e-01 1.50000e+00 -7.28978e-02
2.00000e-02 8.00000e-01 1.50000e+00 1.27987e+00
2.00000e-02 4.00000e-01 1.50000e+00 8.34468e-02
2.00000e-02 6.00000e-01 1.50000e+00 6.49087e-01
2.00000e-02 7.00000e-01 1.50000e+00 9.82376e-01
2.00000e-02 5.00000e-01 1.50000e+00 2.75994e-01
3.00000e-02 8.00000e-01 1.50000e+00 1.17713e+00
3.00000e-02 4.00000e-01 1.50000e+00 6.56793e-02
3.00000e-02 6.00000e-01 1.50000e+00 4.94450e-01
3.00000e-02 7.00000e-01 1.50000e+00 8.21302e-01
3.00000e-02 5.00000e-01 1.50000e+00 2.11980e-01
1.50000e-01 8.00000e-01 1.50000e+00 8.11410e-02
1.50000e-01 4.00000e-01 1.50000e+00 -1.04003e-02
1.50000e-01 6.00000e-01 1.50000e+00 -9.99389e-03
1.50000e-01 7.00000e-01 1.50000e+00 2.25583e-02
1.50000e-01 5.00000e-01 1.50000e+00 -9.65042e-03
2.02000e+00 8.00000e-01 1.50000e+00 -1.74670e-01
2.02000e+00 4.00000e-01 1.50000e+00 -4.65761e-02
2.02000e+00 6.00000e-01 1.50000e+00 -1.01310e-01
2.02000e+00 7.00000e-01 1.50000e+00 -1.35531e-01
2.02000e+00 5.00000e-01 1.50000e+00 -7.13763e-02
1.00000e-01 8.00000e-01 1.50000e+00 4.05348e-01
1.00000e-01 4.00000e-01 1.50000e+00 -4.32494e-03
1.00000e-01 6.00000e-01 1.50000e+00 6.95082e-02
1.00000e-01 7.00000e-01 1.50000e+00 1.90835e-01
1.00000e-01 5.00000e-01 1.50000e+00 2.19053e-02
2.00000e-01 8.00000e-01 1.50000e+00 -2.04847e-02
2.00000e-01 4.00000e-01 1.50000e+00 -1.91878e-02
2.00000e-01 6.00000e-01 1.50000e+00 -2.79362e-02
2.00000e-01 7.00000e-01 1.50000e+00 -2.72868e-02
2.00000e-01 5.00000e-01 1.50000e+00 -2.40349e-02
5.00000e-02 8.00000e-01 1.50000e+00 8.80615e-01
5.00000e-02 4.00000e-01 1.50000e+00 3.61762e-02
5.00000e-02 6.00000e-01 1.50000e+00 3.03783e-01
5.00000e-02 7.00000e-01 1.50000e+00 5.90429e-01
5.00000e-02 5.00000e-01 1.50000e+00 1.15198e-01
6.30000e-01 8.00000e-01 1.50000e+00 -1.22717e-01
6.30000e-01 4.00000e-01 1.50000e+00 -4.69842e-02
6.30000e-01 6.00000e-01 1.50000e+00 -8.90041e-02
6.30000e-01 7.00000e-01 1.50000e+00 -1.07728e-01
6.30000e-01 5.00000e-01 1.50000e+00 -6.80842e-02
3.50000e-01 8.00000e-01 1.50000e+00 -7.95428e-02
3.50000e-01 4.00000e-01 1.50000e+00 -3.55695e-02
3.50000e-01 6.00000e-01 1.50000e+00 -6.19289e-02
3.50000e-01 7.00000e-01 1.50000e+00 -7.09675e-02
3.50000e-01 5.00000e-01 1.50000e+00 -4.93826e-02
2.70000e+00 8.00000e-01 1.50000e+00 -1.77205e-01
2.70000e+00 4.00000e-01 1.50000e+00 -4.46138e-02
2.70000e+00 6.00000e-01 1.50000e+00 -9.93913e-02
2.70000e+00 7.00000e-01 1.50000e+00 -1.35013e-01
2.70000e+00 5.00000e-01 1.50000e+00 -6.91955e-02
4.00000e-02 8.00000e-01 2.00000e+00 8.84076e-01
4.00000e-02 4.00000e-01 2.00000e+00 1.63131e-02
4.00000e-02 6.00000e-01 2.00000e+00 2.69982e-01
4.00000e-02 7.00000e-01 2.00000e+00 5.74878e-01
4.00000e-02 5.00000e-01 2.00000e+00 8.38506e-02
1.12000e+00 8.00000e-01 2.00000e+00 -1.13247e-01
1.12000e+00 4.00000e-01 2.00000e+00 -3.50284e-02
1.12000e+00 6.00000e-01 2.00000e+00 -7.18995e-02
1.12000e+00 7.00000e-01 2.00000e+00 -9.26527e-02
1.12000e+00 5.00000e-01 2.00000e+00 -5.24475e-02
2.60000e-01 8.00000e-01 2.00000e+00 -4.80870e-02
2.60000e-01 4.00000e-01 2.00000e+00 -2.02103e-02
2.60000e-01 6.00000e-01 2.00000e+00 -3.41471e-02
2.60000e-01 7.00000e-01 2.00000e+00 -4.47288e-02
2.60000e-01 5.00000e-01 2.00000e+00 -2.73767e-02
4.70000e-01 8.00000e-01 2.00000e+00 -7.57344e-02
4.70000e-01 4.00000e-01 2.00000e+00 -3.10368e-02
4.70000e-01 6.00000e-01 2.00000e+00 -5.76196e-02
4.70000e-01 7.00000e-01 2.00000e+00 -6.87611e-02
4.70000e-01 5.00000e-01 2.00000e+00 -4.45433e-02
6.00000e-02 8.00000e-01 2.00000e+00 6.65485e-01
6.00000e-02 4.00000e-01 2.00000e+00 8.49386e-03
6.00000e-02 6.00000e-01 2.00000e+00 1.48633e-01
6.00000e-02 7.00000e-01 2.00000e+00 3.71877e-01
6.00000e-02 5.00000e-01 2.00000e+00 4.02730e-02
3.62000e+00 8.00000e-01 2.00000e+00 -1.11471e-01
3.62000e+00 4.00000e-01 2.00000e+00 -2.73468e-02
3.62000e+00 6.00000e-01 2.00000e+00 -6.18654e-02
3.62000e+00 7.00000e-01 2.00000e+00 -8.44544e-02
3.62000e+00 5.00000e-01 2.00000e+00 -4.27804e-02
8.00000e-02 8.00000e-01 2.00000e+00 4.56552e-01
8.00000e-02 4.00000e-01 2.00000e+00 -3.98611e-03
8.00000e-02 6.00000e-01 2.00000e+00 7.43900e-02
8.00000e-02 7.00000e-01 2.00000e+00 2.30773e-01
8.00000e-02 5.00000e-01 2.00000e+00 1.93967e-02
1.00000e-02 8.00000e-01 2.00000e+00 1.59695e+00
1.00000e-02 4.00000e-01 2.00000e+00 2.35539e-02
1.00000e-02 6.00000e-01 2.00000e+00 5.39196e-01
1.00000e-02 7.00000e-01 2.00000e+00 7.37764e-01
1.00000e-02 5.00000e-01 2.00000e+00 1.58289e-01
1.51000e+00 8.00000e-01 2.00000e+00 -1.18231e-01
1.51000e+00 4.00000e-01 2.00000e+00 -3.39384e-02
1.51000e+00 6.00000e-01 2.00000e+00 -7.17085e-02
1.51000e+00 7.00000e-01 2.00000e+00 -9.44302e-02
1.51000e+00 5.00000e-01 2.00000e+00 -5.14092e-02
8.40000e-01 8.00000e-01 2.00000e+00 -1.06632e-01
8.40000e-01 4.00000e-01 2.00000e+00 -3.65024e-02
8.40000e-01 6.00000e-01 2.00000e+00 -7.21193e-02
8.40000e-01 7.00000e-01 2.00000e+00 -9.03699e-02
8.40000e-01 5.00000e-01 2.00000e+00 -5.38182e-02
2.00000e-02 8.00000e-01 2.00000e+00 9.73805e-01
2.00000e-02 4.00000e-01 2.00000e+00 2.68224e-02
2.00000e-02 6.00000e-01 2.00000e+00 4.64721e-01
2.00000e-02 7.00000e-01 2.00000e+00 8.28812e-01
2.00000e-02 5.00000e-01 2.00000e+00 1.53829e-01
3.00000e-02 8.00000e-01 2.00000e+00 1.02063e+00
3.00000e-02 4.00000e-01 2.00000e+00 2.24882e-02
3.00000e-02 6.00000e-01 2.00000e+00 3.49870e-01
3.00000e-02 7.00000e-01 2.00000e+00 7.14442e-01
3.00000e-02 5.00000e-01 2.00000e+00 1.17897e-01
1.50000e-01 8.00000e-01 2.00000e+00 2.42356e-02
1.50000e-01 4.00000e-01 2.00000e+00 -9.34898e-03
1.50000e-01 6.00000e-01 2.00000e+00 -1.02895e-02
1.50000e-01 7.00000e-01 2.00000e+00 -1.46970e-02
1.50000e-01 5.00000e-01 2.00000e+00 -9.91455e-03
2.02000e+00 8.00000e-01 2.00000e+00 -1.18967e-01
2.02000e+00 4.00000e-01 2.00000e+00 -3.20396e-02
2.02000e+00 6.00000e-01 2.00000e+00 -6.94885e-02
2.02000e+00 7.00000e-01 2.00000e+00 -9.30270e-02
2.02000e+00 5.00000e-01 2.00000e+00 -4.91252e-02
1.00000e-01 8.00000e-01 2.00000e+00 2.98590e-01
1.00000e-01 4.00000e-01 2.00000e+00 -4.46659e-03
1.00000e-01 6.00000e-01 2.00000e+00 3.35847e-02
1.00000e-01 7.00000e-01 2.00000e+00 1.11724e-01
1.00000e-01 5.00000e-01 2.00000e+00 6.99360e-03
2.00000e-01 8.00000e-01 2.00000e+00 -3.09461e-02
2.00000e-01 4.00000e-01 2.00000e+00 -1.50317e-02
2.00000e-01 6.00000e-01 2.00000e+00 -2.65020e-02
2.00000e-01 7.00000e-01 2.00000e+00 -2.93534e-02
2.00000e-01 5.00000e-01 2.00000e+00 -1.94575e-02
5.00000e-02 8.00000e-01 2.00000e+00 7.64773e-01
5.00000e-02 4.00000e-01 2.00000e+00 1.16060e-02
5.00000e-02 6.00000e-01 2.00000e+00 2.04061e-01
5.00000e-02 7.00000e-01 2.00000e+00 4.61587e-01
5.00000e-02 5.00000e-01 2.00000e+00 5.82588e-02
6.30000e-01 8.00000e-01 2.00000e+00 -9.21264e-02
6.30000e-01 4.00000e-01 2.00000e+00 -3.45868e-02
6.30000e-01 6.00000e-01 2.00000e+00 -6.62655e-02
6.30000e-01 7.00000e-01 2.00000e+00 -8.06859e-02
6.30000e-01 5.00000e-01 2.00000e+00 -5.04142e-02
3.50000e-01 8.00000e-01 2.00000e+00 -6.38885e-02
3.50000e-01 4.00000e-01 2.00000e+00 -2.60361e-02
3.50000e-01 6.00000e-01 2.00000e+00 -4.64444e-02
3.50000e-01 7.00000e-01 2.00000e+00 -5.46330e-02
3.50000e-01 5.00000e-01 2.00000e+00 -3.65616e-02
2.70000e+00 8.00000e-01 2.00000e+00 -1.16383e-01
2.70000e+00 4.00000e-01 2.00000e+00 -2.97379e-02
2.70000e+00 6.00000e-01 2.00000e+00 -6.60083e-02
2.70000e+00 7.00000e-01 2.00000e+00 -8.94423e-02
2.70000e+00 5.00000e-01 2.00000e+00 -4.61136e-02
4.00000e-02 8.00000e-01 1.60000e+00 9.92984e-01
4.00000e-02 4.00000e-01 1.60000e+00 4.41884e-02
4.00000e-02 6.00000e-01 1.60000e+00 3.67166e-01
4.00000e-02 7.00000e-01 1.60000e+00 6.77868e-01
4.00000e-02 5.00000e-01 1.60000e+00 1.46404e-01
1.12000e+00 8.00000e-01 1.60000e+00 -1.41720e-01
1.12000e+00 4.00000e-01 1.60000e+00 -4.42820e-02
1.12000e+00 6.00000e-01 1.60000e+00 -9.05094e-02
1.12000e+00 7.00000e-01 1.60000e+00 -1.16182e-01
1.12000e+00 5.00000e-01 1.60000e+00 -6.59286e-02
2.60000e-01 8.00000e-01 1.60000e+00 -5.19341e-02
2.60000e-01 4.00000e-01 1.60000e+00 -2.46072e-02
2.60000e-01 6.00000e-01 1.60000e+00 -4.05241e-02
2.60000e-01 7.00000e-01 1.60000e+00 -4.96696e-02
2.60000e-01 5.00000e-01 1.60000e+00 -3.32005e-02
4.70000e-01 8.00000e-01 1.60000e+00 -9.18202e-02
4.70000e-01 4.00000e-01 1.60000e+00 -3.88823e-02
4.70000e-01 6.00000e-01 1.60000e+00 -7.08946e-02
4.70000e-01 7.00000e-01 1.60000e+00 -8.39436e-02
4.70000e-01 5.00000e-01 1.60000e+00 -5.53934e-02
6.00000e-02 8.00000e-01 1.60000e+00 7.42592e-01
6.00000e-02 4.00000e-01 1.60000e+00 2.44579e-02
6.00000e-02 6.00000e-01 1.60000e+00 2.20317e-01
6.00000e-02 7.00000e-01 1.60000e+00 4.66148e-01
6.00000e-02 5.00000e-01 1.60000e+00 7.68947e-02
3.62000e+00 8.00000e-01 1.60000e+00 -1.55385e-01
3.62000e+00 4.00000e-01 1.60000e+00 -3.77035e-02
3.62000e+00 6.00000e-01 1.60000e+00 -8.54904e-02
3.62000e+00 7.00000e-01 1.60000e+00 -1.17354e-01
3.62000e+00 5.00000e-01 1.60000e+00 -5.92693e-02
8.00000e-02 8.00000e-01 1.60000e+00 5.48607e-01
8.00000e-02 4.00000e-01 1.60000e+00 1.22194e-02
8.00000e-02 6.00000e-01 1.60000e+00 1.24046e-01
8.00000e-02 7.00000e-01 1.60000e+00 3.12498e-01
8.00000e-02 5.00000e-01 1.60000e+00 4.14070e-02
1.00000e-02 8.00000e-01 1.60000e+00 1.38979e+00
1.00000e-02 4.00000e-01 1.60000e+00 6.16182e-02
1.00000e-02 6.00000e-01 1.60000e+00 6.43100e-01
1.00000e-02 7.00000e-01 1.60000e+00 1.10857e+00
1.00000e-02 5.00000e-01 1.60000e+00 2.85588e-01
1.51000e+00 8.00000e-01 1.60000e+00 -1.51973e-01
1.51000e+00 4.00000e-01 1.60000e+00 -4.36458e-02
1.51000e+00 6.00000e-01 1.60000e+00 -9.23087e-02
1.51000e+00 7.00000e-01 1.60000e+00 -1.20919e-01
1.51000e+00 5.00000e-01 1.60000e+00 -6.60096e-02
8.40000e-01 8.00000e-01 1.60000e+00 -1.31951e-01
8.40000e-01 4.00000e-01 1.60000e+00 -4.56390e-02
8.40000e-01 6.00000e-01 1.60000e+00 -8.98088e-02
8.40000e-01 7.00000e-01 1.60000e+00 -1.12274e-01
8.40000e-01 5.00000e-01 1.60000e+00 -6.69967e-02
2.00000e-02 8.00000e-01 1.60000e+00 1.18942e+00
2.00000e-02 4.00000e-01 1.60000e+00 7.39123e-02
2.00000e-02 6.00000e-01 1.60000e+00 6.30438e-01
2.00000e-02 7.00000e-01 1.60000e+00 9.59302e-01
2.00000e-02 5.00000e-01 1.60000e+00 2.56432e-01
3.00000e-02 8.00000e-01 1.60000e+00 1.14798e+00
3.00000e-02 4.00000e-01 1.60000e+00 5.89521e-02
3.00000e-02 6.00000e-01 1.60000e+00 4.71675e-01
3.00000e-02 7.00000e-01 1.60000e+00 8.03013e-01
3.00000e-02 5.00000e-01 1.60000e+00 1.97217e-01
1.50000e-01 8.00000e-01 1.60000e+00 7.24045e-02
1.50000e-01 4.00000e-01 1.60000e+00 -8.28301e-03
1.50000e-01 6.00000e-01 1.60000e+00 -9.99210e-03
1.50000e-01 7.00000e-01 1.60000e+00 1.89818e-02
1.50000e-01 5.00000e-01 1.60000e+00 -8.86377e-03
2.02000e+00 8.00000e-01 1.60000e+00 -1.57746e-01
2.02000e+00 4.00000e-01 1.60000e+00 -4.21868e-02
2.02000e+00 6.00000e-01 1.60000e+00 -9.18038e-02
2.02000e+00 7.00000e-01 1.60000e+00 -1.22558e-01
2.02000e+00 5.00000e-01 1.60000e+00 -6.46250e-02
1.00000e-01 8.00000e-01 1.60000e+00 3.86910e-01
1.00000e-01 4.00000e-01 1.60000e+00 -3.83385e-03
1.00000e-01 6.00000e-01 1.60000e+00 6.41108e-02
1.00000e-01 7.00000e-01 1.60000e+00 1.76908e-01
1.00000e-01 5.00000e-01 1.60000e+00 2.02962e-02
2.00000e-01 8.00000e-01 1.60000e+00 -2.11564e-02
2.00000e-01 4.00000e-01 1.60000e+00 -1.66764e-02
2.00000e-01 6.00000e-01 1.60000e+00 -2.57816e-02
2.00000e-01 7.00000e-01 1.60000e+00 -2.60804e-02
2.00000e-01 5.00000e-01 1.60000e+00 -2.11551e-02
5.00000e-02 8.00000e-01 1.60000e+00 8.56947e-01
5.00000e-02 4.00000e-01 1.60000e+00 3.26353e-02
5.00000e-02 6.00000e-01 1.60000e+00 2.87024e-01
5.00000e-02 7.00000e-01 1.60000e+00 5.73375e-01
5.00000e-02 5.00000e-01 1.60000e+00 1.06362e-01
6.30000e-01 8.00000e-01 1.60000e+00 -1.13609e-01
6.30000e-01 4.00000e-01 1.60000e+00 -4.32897e-02
6.30000e-01 6.00000e-01 1.60000e+00 -8.20732e-02
6.30000e-01 7.00000e-01 1.60000e+00 -9.97199e-02
6.30000e-01 5.00000e-01 1.60000e+00 -6.26701e-02
3.50000e-01 8.00000e-01 1.60000e+00 -7.42453e-02
3.50000e-01 4.00000e-01 1.60000e+00 -3.25089e-02
3.50000e-01 6.00000e-01 1.60000e+00 -5.69110e-02
3.50000e-01 7.00000e-01 1.60000e+00 -6.56643e-02
3.50000e-01 5.00000e-01 1.60000e+00 -4.52701e-02
2.70000e+00 8.00000e-01 1.60000e+00 -1.58768e-01
2.70000e+00 4.00000e-01 1.60000e+00 -4.01410e-02
2.70000e+00 6.00000e-01 1.60000e+00 -8.93882e-02
2.70000e+00 7.00000e-01 1.60000e+00 -1.21229e-01
2.70000e+00 5.00000e-01 1.60000e+00 -6.23052e-02
4.00000e-02 8.00000e-01 1.40000e+00 1.04573e+00
4.00000e-02 4.00000e-01 1.40000e+00 4.47652e-02
4.00000e-02 6.00000e-01 1.40000e+00 4.06527e-01
4.00000e-02 7.00000e-01 1.40000e+00 7.07033e-01
4.00000e-02 5.00000e-01 1.40000e+00 1.64123e-01
1.12000e+00 8.00000e-01 1.40000e+00 -1.71738e-01
1.12000e+00 4.00000e-01 1.40000e+00 -5.34712e-02
1.12000e+00 6.00000e-01 1.40000e+00 -1.08755e-01
1.12000e+00 7.00000e-01 1.40000e+00 -1.40060e-01
1.12000e+00 5.00000e-01 1.40000e+00 -7.97492e-02
2.60000e-01 8.00000e-01 1.40000e+00 -5.87927e-02
2.60000e-01 4.00000e-01 1.40000e+00 -3.16814e-02
2.60000e-01 6.00000e-01 1.40000e+00 -4.89437e-02
2.60000e-01 7.00000e-01 1.40000e+00 -5.80224e-02
2.60000e-01 5.00000e-01 1.40000e+00 -4.11003e-02
4.70000e-01 8.00000e-01 1.40000e+00 -1.08588e-01
4.70000e-01 4.00000e-01 1.40000e+00 -4.68150e-02
4.70000e-01 6.00000e-01 1.40000e+00 -8.38997e-02
4.70000e-01 7.00000e-01 1.40000e+00 -9.94554e-02
4.70000e-01 5.00000e-01 1.40000e+00 -6.58123e-02
6.00000e-02 8.00000e-01 1.40000e+00 7.87943e-01
6.00000e-02 4.00000e-01 1.40000e+00 2.42330e-02
6.00000e-02 6.00000e-01 1.40000e+00 2.46916e-01
6.00000e-02 7.00000e-01 1.40000e+00 5.04999e-01
6.00000e-02 5.00000e-01 1.40000e+00 8.55348e-02
3.62000e+00 8.00000e-01 1.40000e+00 -1.96487e-01
3.62000e+00 4.00000e-01 1.40000e+00 -4.77221e-02
3.62000e+00 6.00000e-01 1.40000e+00 -1.07459e-01
3.62000e+00 7.00000e-01 1.40000e+00 -1.47578e-01
3.62000e+00 5.00000e-01 1.40000e+00 -7.43393e-02
8.00000e-02 8.00000e-01 1.40000e+00 5.82369e-01
8.00000e-02 4.00000e-01 1.40000e+00 9.95689e-03
8.00000e-02 6.00000e-01 1.40000e+00 1.40738e-01
8.00000e-02 7.00000e-01 1.40000e+00 3.46416e-01
8.00000e-02 5.00000e-01 1.40000e+00 4.46663e-02
1.00000e-02 8.00000e-01 1.40000e+00 1.06490e+00
1.00000e-02 4.00000e-01 1.40000e+00 7.05403e-02
1.00000e-02 6.00000e-01 1.40000e+00 7.88310e-01
1.00000e-02 7.00000e-01 1.40000e+00 1.22383e+00
1.00000e-02 5.00000e-01 1.40000e+00 3.32845e-01
1.51000e+00 8.00000e-01 1.40000e+00 -1.87013e-01
1.51000e+00 4.00000e-01 1.40000e+00 -5.34162e-02
1.51000e+00 6.00000e-01 1.40000e+00 -1.12583e-01
1.51000e+00 7.00000e-01 1.40000e+00 -1.48157e-01
1.51000e+00 5.00000e-01 1.40000e+00 -8.08624e-02
8.40000e-01 8.00000e-01 1.40000e+00 -1.57784e-01
8.40000e-01 4.00000e-01 1.40000e+00 -5.47313e-02
8.40000e-01 6.00000e-01 1.40000e+00 -1.06901e-01
8.40000e-01 7.00000e-01 1.40000e+00 -1.33554e-01
8.40000e-01 5.00000e-01 1.40000e+00 -8.00919e-02
2.00000e-02 8.00000e-01 1.40000e+00 1.38844e+00
2.00000e-02 4.00000e-01 1.40000e+00 8.12715e-02
2.00000e-02 6.00000e-01 1.40000e+00 6.53396e-01
2.00000e-02 7.00000e-01 1.40000e+00 1.00917e+00
2.00000e-02 5.00000e-01 1.40000e+00 2.87964e-01
3.00000e-02 8.00000e-01 1.40000e+00 1.21160e+00
3.00000e-02 4.00000e-01 1.40000e+00 6.20190e-02
