visc ampFrac rslFrac vel
4.70000e-01 5.00000e-01 1.10000e+00 -9.68953e-02
6.00000e-02 8.00000e-01 1.10000e+00 7.79319e-01
6.00000e-02 4.00000e-01 1.10000e+00 2.72923e-02
6.00000e-02 6.00000e-01 1.10000e+00 2.72743e-01
6.00000e-02 7.00000e-01 1.10000e+00 5.17982e-01
6.00000e-02 5.00000e-01 1.10000e+00 9.73058e-02
3.62000e+00 8.00000e-01 1.10000e+00 -2.93867e-01
3.62000e+00 4.00000e-01 1.10000e+00 -6.95190e-02
3.62000e+00 6.00000e-01 1.10000e+00 -1.57226e-01
3.62000e+00 7.00000e-01 1.10000e+00 -2.17329e-01
3.62000e+00 5.00000e-01 1.10000e+00 -1.08630e-01
8.00000e-02 8.00000e-01 1.10000e+00 5.72471e-01
8.00000e-02 4.00000e-01 1.10000e+00 7.73411e-03
8.00000e-02 6.00000e-01 1.10000e+00 1.59413e-01
8.00000e-02 7.00000e-01 1.10000e+00 3.47556e-01
8.00000e-02 5.00000e-01 1.10000e+00 4.86584e-02
1.00000e-02 8.00000e-01 1.10000e+00 1.48659e+00
1.00000e-02 4.00000e-01 1.10000e+00 8.81139e-02
1.00000e-02 6.00000e-01 1.10000e+00 7.95525e-01
1.00000e-02 7.00000e-01 1.10000e+00 1.06767e+00
1.00000e-02 5.00000e-01 1.10000e+00 3.79926e-01
1.51000e+00 8.00000e-01 1.10000e+00 -2.98415e-01
1.51000e+00 4.00000e-01 1.10000e+00 -8.13862e-02
1.51000e+00 6.00000e-01 1.10000e+00 -1.73669e-01
1.51000e+00 7.00000e-01 1.10000e+00 -2.31180e-01
1.51000e+00 5.00000e-01 1.10000e+00 -1.23860e-01
8.40000e-01 8.00000e-01 1.10000e+00 -2.42944e-01
8.40000e-01 4.00000e-01 1.10000e+00 -8.21202e-02
8.40000e-01 6.00000e-01 1.10000e+00 -1.61297e-01
8.40000e-01 7.00000e-01 1.10000e+00 -2.02777e-01
8.40000e-01 5.00000e-01 1.10000e+00 -1.20537e-01
2.00000e-02 8.00000e-01 1.10000e+00 1.17080e+00
2.00000e-02 4.00000e-01 1.10000e+00 1.02332e-01
2.00000e-02 6.00000e-01 1.10000e+00 6.66510e-01
2.00000e-02 7.00000e-01 1.10000e+00 9.17302e-01
2.00000e-02 5.00000e-01 1.10000e+00 3.37303e-01
3.00000e-02 8.00000e-01 1.10000e+00 1.17596e+00
3.00000e-02 4.00000e-01 1.10000e+00 7.73225e-02
3.00000e-02 6.00000e-01 1.10000e+00 5.49349e-01
3.00000e-02 7.00000e-01 1.10000e+00 8.40341e-01
3.00000e-02 5.00000e-01 1.10000e+00 2.55955e-01
1.50000e-01 8.00000e-01 1.10000e+00 8.05508e-02
1.50000e-01 4.00000e-01 1.10000e+00 -2.25677e-02
1.50000e-01 6.00000e-01 1.10000e+00 -1.92190e-02
1.50000e-01 7.00000e-01 1.10000e+00 1.84385e-02
1.50000e-01 5.00000e-01 1.10000e+00 -2.08122e-02
2.02000e+00 8.00000e-01 1.10000e+00 -3.11895e-01
2.02000e+00 4.00000e-01 1.10000e+00 -7.93399e-02
2.02000e+00 6.00000e-01 1.10000e+00 -1.73828e-01
2.02000e+00 7.00000e-01 1.10000e+00 -2.35759e-01
2.02000e+00 5.00000e-01 1.10000e+00 -1.22172e-01
1.00000e-01 8.00000e-01 1.10000e+00 4.23986e-01
1.00000e-01 4.00000e-01 1.10000e+00 -8.30752e-03
1.00000e-01 6.00000e-01 1.10000e+00 8.07633e-02
1.00000e-01 7.00000e-01 1.10000e+00 2.17871e-01
1.00000e-01 5.00000e-01 1.10000e+00 2.00128e-02
2.00000e-01 8.00000e-01 1.10000e+00 -3.90591e-02
2.00000e-01 4.00000e-01 1.10000e+00 -3.57675e-02
2.00000e-01 6.00000e-01 1.10000e+00 -4.66492e-02
2.00000e-01 7.00000e-01 1.10000e+00 -4.32848e-02
2.00000e-01 5.00000e-01 1.10000e+00 -4.37581e-02
5.00000e-02 8.00000e-01 1.10000e+00 8.93968e-01
5.00000e-02 4.00000e-01 1.10000e+00 3.86980e-02
5.00000e-02 6.00000e-01 1.10000e+00 3.49745e-01
5.00000e-02 7.00000e-01 1.10000e+00 6.10018e-01
5.00000e-02 5.00000e-01 1.10000e+00 1.37837e-01
6.30000e-01 8.00000e-01 1.10000e+00 -2.03656e-01
6.30000e-01 4.00000e-01 1.10000e+00 -7.68235e-02
6.30000e-01 6.00000e-01 1.10000e+00 -1.44095e-01
6.30000e-01 7.00000e-01 1.10000e+00 -1.75870e-01
6.30000e-01 5.00000e-01 1.10000e+00 -1.10314e-01
3.50000e-01 8.00000e-01 1.10000e+00 -1.24518e-01
3.50000e-01 4.00000e-01 1.10000e+00 -5.94785e-02
3.50000e-01 6.00000e-01 1.10000e+00 -9.98585e-02
3.50000e-01 7.00000e-01 1.10000e+00 -1.14048e-01
3.50000e-01 5.00000e-01 1.10000e+00 -8.06998e-02
2.70000e+00 8.00000e-01 1.10000e+00 -3.10112e-01
2.70000e+00 4.00000e-01 1.10000e+00 -7.52335e-02
2.70000e+00 6.00000e-01 1.10000e+00 -1.68035e-01
2.70000e+00 7.00000e-01 1.10000e+00 -2.30735e-01
2.70000e+00 5.00000e-01 1.10000e+00 -1.16877e-01
4.00000e-02 8.00000e-01 1.80000e+00 9.41032e-01
4.00000e-02 4.00000e-01 1.80000e+00 2.86886e-02
4.00000e-02 6.00000e-01 1.80000e+00 3.18341e-01
4.00000e-02 7.00000e-01 1.80000e+00 6.41661e-01
4.00000e-02 5.00000e-01 1.80000e+00 1.10857e-01
1.12000e+00 8.00000e-01 1.80000e+00 -1.24168e-01
1.12000e+00 4.00000e-01 1.80000e+00 -3.89531e-02
1.12000e+00 6.00000e-01 1.80000e+00 -7.97700e-02
1.12000e+00 7.00000e-01 1.80000e+00 -1.01976e-01
1.12000e+00 5.00000e-01 1.80000e+00 -5.84411e-02
2.60000e-01 8.00000e-01 1.80000e+00 -4.90673e-02
2.60000e-01 4.00000e-01 1.80000e+00 -2.27910e-02
2.60000e-01 6.00000e-01 1.80000e+00 -3.68109e-02
2.60000e-01 7.00000e-01 1.80000e+00 -4.62842e-02
2.60000e-01 5.00000e-01 1.80000e+00 -3.02242e-02
4.70000e-01 8.00000e-01 1.80000e+00 -8.14562e-02
4.70000e-01 4.00000e-01 1.80000e+00 -3.44215e-02
4.70000e-01 6.00000e-01 1.80000e+00 -6.28876e-02
4.70000e-01 7.00000e-01 1.80000e+00 -7.46175e-02
4.70000e-01 5.00000e-01 1.80000e+00 -4.91641e-02
6.00000e-02 8.00000e-01 1.80000e+00 7.03793e-01
6.00000e-02 4.00000e-01 1.80000e+00 1.44494e-02
6.00000e-02 6.00000e-01 1.80000e+00 1.83720e-01
6.00000e-02 7.00000e-01 1.80000e+00 4.20484e-01
6.00000e-02 5.00000e-01 1.80000e+00 5.53156e-02
3.62000e+00 8.00000e-01 1.80000e+00 -1.28564e-01
3.62000e+00 4.00000e-01 1.80000e+00 -3.17437e-02
3.62000e+00 6.00000e-01 1.80000e+00 -7.12958e-02
3.62000e+00 7.00000e-01 1.80000e+00 -9.74472e-02
3.62000e+00 5.00000e-01 1.80000e+00 -4.95185e-02
8.00000e-02 8.00000e-01 1.80000e+00 5.04251e-01
8.00000e-02 4.00000e-01 1.80000e+00 4.78833e-03
8.00000e-02 6.00000e-01 1.80000e+00 9.75304e-02
8.00000e-02 7.00000e-01 1.80000e+00 2.73111e-01
8.00000e-02 5.00000e-01 1.80000e+00 2.75188e-02
1.00000e-02 8.00000e-01 1.80000e+00 1.45850e+00
1.00000e-02 4.00000e-01 1.80000e+00 4.08742e-02
1.00000e-02 6.00000e-01 1.80000e+00 4.72074e-01
1.00000e-02 7.00000e-01 1.80000e+00 9.38115e-01
1.00000e-02 5.00000e-01 1.80000e+00 2.03349e-01
1.51000e+00 8.00000e-01 1.80000e+00 -1.31617e-01
1.51000e+00 4.00000e-01 1.80000e+00 -3.79600e-02
1.51000e+00 6.00000e-01 1.80000e+00 -8.01654e-02
1.51000e+00 7.00000e-01 1.80000e+00 -1.05048e-01
1.51000e+00 5.00000e-01 1.80000e+00 -5.77043e-02
8.40000e-01 8.00000e-01 1.80000e+00 -1.15896e-01
8.40000e-01 4.00000e-01 1.80000e+00 -4.04656e-02
8.40000e-01 6.00000e-01 1.80000e+00 -7.95599e-02
8.40000e-01 7.00000e-01 1.80000e+00 -9.89245e-02
8.40000e-01 5.00000e-01 1.80000e+00 -5.97126e-02
2.00000e-02 8.00000e-01 1.80000e+00 1.13730e+00
2.00000e-02 4.00000e-01 1.80000e+00 4.80872e-02
2.00000e-02 6.00000e-01 1.80000e+00 5.54046e-01
2.00000e-02 7.00000e-01 1.80000e+00 9.03164e-01
2.00000e-02 5.00000e-01 1.80000e+00 2.01980e-01
3.00000e-02 8.00000e-01 1.80000e+00 1.08904e+00
3.00000e-02 4.00000e-01 1.80000e+00 3.93148e-02
3.00000e-02 6.00000e-01 1.80000e+00 4.13011e-01
3.00000e-02 7.00000e-01 1.80000e+00 7.66884e-01
3.00000e-02 5.00000e-01 1.80000e+00 1.53918e-01
1.50000e-01 8.00000e-01 1.80000e+00 4.85616e-02
1.50000e-01 4.00000e-01 1.80000e+00 -1.03760e-02
1.50000e-01 6.00000e-01 1.80000e+00 -1.06805e-02
1.50000e-01 7.00000e-01 1.80000e+00 -1.18745e-02
1.50000e-01 5.00000e-01 1.80000e+00 -9.96393e-03
2.02000e+00 8.00000e-01 1.80000e+00 -1.34059e-01
2.02000e+00 4.00000e-01 1.80000e+00 -3.61753e-02
2.02000e+00 6.00000e-01 1.80000e+00 -7.83945e-02
2.02000e+00 7.00000e-01 1.80000e+00 -1.04669e-01
2.02000e+00 5.00000e-01 1.80000e+00 -5.56774e-02
1.00000e-01 8.00000e-01 1.80000e+00 3.45259e-01
1.00000e-01 4.00000e-01 1.80000e+00 -4.36045e-03
1.00000e-01 6.00000e-01 1.80000e+00 4.72303e-02
1.00000e-01 7.00000e-01 1.80000e+00 1.45345e-01
1.00000e-01 5.00000e-01 1.80000e+00 1.14220e-02
2.00000e-01 8.00000e-01 1.80000e+00 -2.50902e-02
2.00000e-01 4.00000e-01 1.80000e+00 -1.66280e-02
2.00000e-01 6.00000e-01 1.80000e+00 -2.59653e-02
2.00000e-01 7.00000e-01 1.80000e+00 -2.63776e-02
2.00000e-01 5.00000e-01 1.80000e+00 -2.08592e-02
5.00000e-02 8.00000e-01 1.80000e+00 8.12072e-01
5.00000e-02 4.00000e-01 1.80000e+00 2.02766e-02
5.00000e-02 6.00000e-01 1.80000e+00 2.45965e-01
5.00000e-02 7.00000e-01 1.80000e+00 5.18392e-01
5.00000e-02 5.00000e-01 1.80000e+00 7.83299e-02
6.30000e-01 8.00000e-01 1.80000e+00 -1.00446e-01
6.30000e-01 4.00000e-01 1.80000e+00 -3.84371e-02
6.30000e-01 6.00000e-01 1.80000e+00 -7.28063e-02
6.30000e-01 7.00000e-01 1.80000e+00 -8.85281e-02
6.30000e-01 5.00000e-01 1.80000e+00 -5.57190e-02
3.50000e-01 8.00000e-01 1.80000e+00 -6.69764e-02
3.50000e-01 4.00000e-01 1.80000e+00 -2.90341e-02
3.50000e-01 6.00000e-01 1.80000e+00 -5.04351e-02
3.50000e-01 7.00000e-01 1.80000e+00 -5.81670e-02
3.50000e-01 5.00000e-01 1.80000e+00 -4.01563e-02
2.70000e+00 8.00000e-01 1.80000e+00 -1.32705e-01
2.70000e+00 4.00000e-01 1.80000e+00 -3.40110e-02
2.70000e+00 6.00000e-01 1.80000e+00 -7.52759e-02
2.70000e+00 7.00000e-01 1.80000e+00 -1.01902e-01
2.70000e+00 5.00000e-01 1.80000e+00 -5.28045e-02
4.00000e-02 8.00000e-01 1.30000e+00 1.05654e+00
4.00000e-02 4.00000e-01 1.30000e+00 4.56452e-02
4.00000e-02 6.00000e-01 1.30000e+00 4.15385e-01
4.00000e-02 7.00000e-01 1.30000e+00 7.14896e-01
4.00000e-02 5.00000e-01 1.30000e+00 1.67383e-01
1.12000e+00 8.00000e-01 1.30000e+00 -1.94558e-01
1.12000e+00 4.00000e-01 1.30000e+00 -6.03789e-02
1.12000e+00 6.00000e-01 1.30000e+00 -1.23135e-01
1.12000e+00 7.00000e-01 1.30000e+00 -1.58420e-01
1.12000e+00 5.00000e-01 1.30000e+00 -9.01950e-02
2.60000e-01 8.00000e-01 1.30000e+00 -6.33336e-02
2.60000e-01 4.00000e-01 1.30000e+00 -3.56978e-02
2.60000e-01 6.00000e-01 1.30000e+00 -5.36484e-02
2.60000e-01 7.00000e-01 1.30000e+00 -6.22439e-02
2.60000e-01 5.00000e-01 1.30000e+00 -4.58611e-02
4.70000e-01 8.00000e-01 1.30000e+00 -1.19137e-01
4.70000e-01 4.00000e-01 1.30000e+00 -5.23207e-02
4.70000e-01 6.00000e-01 1.30000e+00 -9.23856e-02
4.70000e-01 7.00000e-01 1.30000e+00 -1.08920e-01
4.70000e-01 5.00000e-01 1.30000e+00 -7.29367e-02
6.00000e-02 8.00000e-01 1.30000e+00 8.02487e-01
6.00000e-02 4.00000e-01 1.30000e+00 2.29131e-02
6.00000e-02 6.00000e-01 1.30000e+00 2.55407e-01
6.00000e-02 7.00000e-01 1.30000e+00 5.16645e-01
6.00000e-02 5.00000e-01 1.30000e+00 8.73064e-02
3.62000e+00 8.00000e-01 1.30000e+00 -2.23715e-01
3.62000e+00 4.00000e-01 1.30000e+00 -5.42203e-02
3.62000e+00 6.00000e-01 1.30000e+00 -1.22039e-01
