Re,amp,err,rsl,t_ss,v_ss,v_swim
90.47786842338604,0.24,0.009267333157588304,1.2,3.9001,0.9954000000000014,
45.23893421169302,0.12,0.008105398825703635,1.2,4.2,0.02815839999999986,
67.85840131753952,0.18,0.008105303203225282,1.2,5.4,0.3312381999999997,
79.1681348704628,0.21,0.008337407766026254,1.2,4.7,0.6310719999999996,
56.548667764616276,0.15,0.00895801623541402,1.2,5.9,0.1272740000000001,
3.231352443692358,0.24,0.004640090380891925,1.2,1.1,-0.19919200000000004,
1.615676221846179,0.12,0.0026608242839876177,1.2,1.2001,-0.06315559999999987,
2.423514332769268,0.18,0.008283688835099121,1.2,1.1,-0.12829200000000018,
2.827433388230814,0.21,0.006689127708237267,1.2,1.1,-0.16374,
2.019595277307724,0.15,0.009703402201724269,1.2,1.1,-0.09406719999999968,
13.919672065136314,0.24,0.002404379670042293,1.2,1.2001,-0.04335839999999991,
6.959836032568157,0.12,0.005687010051479902,1.2,1.4001,-0.033458000000000265,
10.439754048852233,0.18,0.0062432925063479906,1.2,1.2001,-0.04725560000000024,
12.179713056994276,0.21,0.009329954721053118,1.2,1.2001,-0.04859520000000006,
8.699795040710196,0.15,0.004626081755478137,1.2,1.4001,-0.04299880000000006,
7.700244121139238,0.24,0.003713957728408276,1.2,1.2001,-0.11891200000000013,
3.850122060569619,0.12,0.0023714312284959307,1.2,1.4001,-0.05173680000000008,
5.775183090854427,0.18,0.00921013070161214,1.2,1.2001,-0.09129880000000001,
6.737713605996833,0.21,0.00757348530294382,1.2,1.2001,-0.10749600000000026,
4.812652575712024,0.15,0.002697131830533366,1.2,1.4001,-0.07316319999999976,
60.31857894892403,0.24,0.009330072114282302,1.2,4.0,0.7031720000000006,
30.159289474462014,0.12,0.004784243064414123,1.2,2.9001,0.012937200000000204,
45.238934211693014,0.18,0.009541604935540538,1.2,5.2,0.18261800000000009,
52.77875658030853,0.21,0.00810009401895049,1.2,4.9,0.41817000000000104,
37.69911184307752,0.15,0.007966773645451895,1.2,4.2,0.05339199999999978,
0.9997554521921109,0.24,0.0034811758638463672,1.2,1.1,-0.21792399999999984,
0.49987772609605546,0.12,0.004099221486703272,1.2,1.1,-0.05927760000000038,
0.749816589144083,0.18,0.003929273084478137,1.2,1.1,-0.1287719999999999,
0.8747860206680971,0.21,0.0044790469713668814,1.2,1.1,-0.17133599999999993,
0.6248471576200694,0.15,0.004049350077119598,1.2,1.1,-0.09114760000000055,
45.23893421169302,0.24,0.006710544854377744,1.2,4.7,0.5001640000000008,
22.61946710584651,0.12,0.00430647094064483,1.2,2.4001,0.004254240000000017,
33.92920065876976,0.18,0.0029366124475223173,1.2,2.9001,0.0648903999999999,
39.5840674352314,0.21,0.008537025132880523,1.2,5.2,0.25730200000000025,
28.274333882308138,0.15,0.006166612740535739,1.2,2.5,0.020886799999999848,
361.91147369354417,0.24,0.007971439083216576,1.2,1.30001,0.5917760000000003,
180.95573684677208,0.12,0.0033437699486257703,1.2,7.2,0.0660139999999998,
271.43360527015807,0.18,0.008787023270575964,1.2,4.4,0.6038699999999996,
316.6725394818512,0.21,0.00967900265043833,1.2,3.9001,1.028560000000001,
226.1946710584651,0.15,0.007055751124414924,1.2,5.4,0.26376199999999983,
2.396764726447312,0.24,0.004518634700125157,1.2,1.1,-0.21519199999999983,
