Re,amp,err,rsl,t_ss,v_ss,v_swim
90.47786842338604,0.24,0.006588981758286775,1.5,4.7,0.9899400000000025,
45.23893421169302,0.12,0.009034878834570272,1.5,4.2,0.023051199999999886,
67.85840131753952,0.18,0.009884549600913145,1.5,5.4,0.2834140000000004,
79.1681348704628,0.21,0.009404388714731742,1.5,4.9,0.5718720000000002,
56.548667764616276,0.15,0.008674681448413426,1.5,6.2,0.11209199999999964,
3.231352443692358,0.24,0.006590958319148951,1.5,1.2001,-0.13012,
1.615676221846179,0.12,0.003445255474442296,1.5,1.2001,-0.04124159999999971,
2.423514332769268,0.18,0.0059533479220606565,1.5,1.2001,-0.08421599999999985,
2.827433388230814,0.21,0.00552183601047301,1.5,1.2001,-0.10722000000000009,
2.019595277307724,0.15,0.0061872321579770715,1.5,1.2001,-0.06179680000000004,
13.919672065136314,0.24,0.00665346970196743,1.5,1.2001,-0.028903999999999985,
6.959836032568157,0.12,0.0014804145160680965,1.5,1.4001,-0.01996479999999998,
10.439754048852233,0.18,0.004846029588992878,1.5,1.4001,-0.031049599999999622,
12.179713056994276,0.21,0.005103494728120706,1.5,1.2001,-0.0310383999999998,
8.699795040710196,0.15,0.0017597757031771106,1.5,1.4001,-0.026774399999999865,
7.700244121139238,0.24,0.0020995342295432717,1.5,1.4001,-0.07832880000000009,
3.850122060569619,0.12,0.0002636751522186118,1.5,1.4001,-0.03338319999999984,
5.775183090854427,0.18,0.005127532620815501,1.5,1.4001,-0.06131680000000028,
6.737713605996833,0.21,0.000989416577726409,1.5,1.4001,-0.0720327999999999,
4.812652575712024,0.15,0.003379969058982966,1.5,1.4001,-0.04773519999999987,
60.31857894892403,0.24,0.008221663497562315,1.5,4.7,0.671276000000002,
30.159289474462014,0.12,0.0032426897258037548,1.5,3.9001,0.01401679999999972,
45.238934211693014,0.18,0.008994825229443077,1.5,5.7,0.16534599999999977,
52.77875658030853,0.21,0.008851895178892361,1.5,5.2,0.37427799999999906,
37.69911184307752,0.15,0.006513315194979855,1.5,4.7,0.048831999999999764,
0.9997554521921109,0.24,0.005977048135161836,1.5,1.1,-0.15147600000000017,
0.49987772609605546,0.12,0.0066621454501789665,1.5,1.1,-0.04037439999999959,
0.749816589144083,0.18,0.005827537615347262,1.5,1.1,-0.08850879999999994,
0.8747860206680971,0.21,0.006802258349773325,1.5,1.1,-0.11840800000000007,
0.6248471576200694,0.15,0.006692542779413139,1.5,1.1,-0.062454400000000354,
45.23893421169302,0.24,0.008051788209914878,1.5,4.9,0.4485021999999997,
22.61946710584651,0.12,0.006185091073549277,1.5,2.0,0.004202080000000123,
33.92920065876976,0.18,0.006406669650851375,1.5,4.2,0.07194600000000007,
39.5840674352314,0.21,0.009963470161531247,1.5,5.4,0.23334600000000041,
28.274333882308138,0.15,0.006461888509665281,1.5,2.5,0.017466400000000076,
361.91147369354417,0.24,0.007079225605662984,1.5,3.60008,1.0617559999999993,
180.95573684677208,0.12,0.008747591522139789,1.5,7.2,0.052353999999999346,
271.43360527015807,0.18,0.007065669160432377,1.5,6.7,0.678440000000001,
316.6725394818512,0.21,0.002429913842905005,1.5,3.8001,0.9752380000000015,
226.1946710584651,0.15,0.009822999206065995,1.5,7.4,0.25947199999999954,
2.396764726447312,0.24,0.0031821797931631045,1.5,1.2001,-0.14123200000000027,
1.198382363223656,0.12,0.00034021963067067763,1.5,1.2001,-0.04233999999999988,
1.797573544835484,0.18,0.0014720314033322918,1.5,1.2001,-0.08817119999999967,
2.0971691356413986,0.21,0.003792267986934747,1.5,1.2001,-0.11434799999999967,
1.4979779540295703,0.15,0.0016028651213991396,1.5,1.2001,-0.06398799999999982,
4.308469924923145,0.24,0.009527050017012753,1.5,1.2001,-0.11868000000000002,
2.1542349624615724,0.12,0.007026729126466116,1.5,1.2001,-0.04093039999999987,
3.231352443692358,0.18,0.009703702964961763,1.5,1.2001,-0.08099519999999971,
3.769911184307752,0.21,0.008937223214357585,1.5,1.2001,-0.10078959999999992,
2.6927937030769655,0.15,0.002703048936714886,1.5,1.4001,-0.0622792000000002,
180.95573684677208,0.24,0.00961599795879346,1.5,3.90007,1.266219999999999,
90.47786842338604,0.12,0.009755650019880487,1.5,7.4,0.066036,
135.71680263507903,0.18,0.008810376214822247,1.5,5.7,0.4976280000000005,
158.3362697409256,0.21,0.008208811646252596,1.5,5.2,0.9432600000000019,
113.09733552923255,0.15,0.009292768486041322,1.5,6.7,0.21809000000000045,
120.63715789784806,0.24,0.009631187375193483,1.5,4.2,1.1426399999999994,
60.31857894892403,0.12,0.008662244070052054,1.5,4.9,0.03381519999999982,
90.47786842338603,0.18,0.009812384584281622,1.5,5.4,0.3696599999999992,
105.55751316061706,0.21,0.009205755027199544,1.5,5.2,0.7408639999999995,
75.39822368615503,0.15,0.00870032092347136,1.5,6.7,0.16532799999999948,
24.127431579569613,0.24,0.002873407427495354,1.5,2.5,0.029427199999999765,
12.063715789784807,0.12,0.009271580496170237,1.5,1.2001,-0.007326079999999749,
18.095573684677206,0.18,0.007816941444255003,1.5,4.4,0.0022691200000003464,
21.11150263212341,0.21,0.0014684287810422013,1.5,1.4001,0.0032640000000003083,
15.079644737231009,0.15,0.0020519835840662106,1.5,1.1,-0.007003200000000293,
1.7916409588789315,0.24,0.009572240502543208,1.5,1.1,-0.14850000000000008,
0.8958204794394657,0.12,0.0034725480994756567,1.5,1.2001,-0.042472000000000176,
1.3437307191591983,0.18,0.0003631982708249622,1.5,1.2001,-0.09027599999999991,
1.567685839019065,0.21,0.0014848311004637045,1.5,1.2001,-0.11870800000000004,
1.1197755992993321,0.15,0.0029977794226445564,1.5,1.2001,-0.06465360000000009,
36.19114736935442,0.24,0.009578773597469762,1.5,5.4,0.3033340000000009,
18.09557368467721,0.12,0.008038702167901672,1.5,8.6,0.0021816800000002134,
27.143360527015805,0.18,0.008051585918463387,1.5,2.0,0.022767199999999668,
31.667253948185117,0.21,0.009999138005342783,1.5,4.9,0.11717,
22.61946710584651,0.15,0.001103719206291858,1.5,1.8,0.0068347680000002955,
18.09557368467721,0.24,0.005203961725682135,1.5,2.3001,-0.009481600000000201,
9.047786842338605,0.12,0.009380748007305534,1.5,1.2001,-0.013170399999999473,
13.571680263507902,0.18,0.005598194130923721,1.5,1.6,-0.017620799999999995,
15.833626974092558,0.21,0.0027545290814764483,1.5,1.1,-0.015060800000000124,
11.309733552923255,0.15,0.006930693069338212,1.5,1.2001,-0.016272000000000286,
72.38229473870884,0.24,0.008044989071981428,1.5,4.7,0.8209720000000016,
36.19114736935442,0.12,0.00863353718074049,1.5,3.4001,0.01570160000000012,
54.28672105403161,0.18,0.009051686184733189,1.5,5.9,0.22919600000000054,
